연도,일시,측정소,PM2.5
4,01-08 03:00,공주,0.09224694967269897
4,01-08 04:00,공주,0.08030801266431808
4,01-08 05:00,공주,0.0896741971373558
4,01-08 06:00,공주,0.0797785222530365
4,01-08 07:00,공주,0.08728945255279541
4,01-08 08:00,공주,0.0791800245642662
4,01-08 09:00,공주,0.0853070616722107
4,01-08 10:00,공주,0.07866544276475906
4,01-08 11:00,공주,0.08351922035217285
4,01-08 12:00,공주,0.07812431454658508
4,01-08 13:00,공주,0.0819014385342598
4,01-08 14:00,공주,0.07750684022903442
4,01-08 15:00,공주,0.08040495961904526
4,01-08 16:00,공주,0.07682724297046661
4,01-08 17:00,공주,0.07901841402053833
4,01-08 18:00,공주,0.07610475271940231
4,01-08 19:00,공주,0.07773134112358093
4,01-08 20:00,공주,0.07535415142774582
4,01-08 21:00,공주,0.07653196156024933
4,01-08 22:00,공주,0.07458538562059402
4,01-08 23:00,공주,0.0754089206457138
4,01-09 00:00,공주,0.07380630075931549
4,01-09 01:00,공주,0.0743521973490715
4,01-09 02:00,공주,0.07302339375019073
4,01-09 03:00,공주,0.07335351407527924
4,01-09 04:00,공주,0.07224207371473312
4,01-09 05:00,공주,0.07240596413612366
4,01-09 06:00,공주,0.07146668434143066
4,01-09 07:00,공주,0.07150375097990036
4,01-09 08:00,공주,0.07070066034793854
4,01-09 09:00,공주,0.07064202427864075
4,01-09 10:00,공주,0.06994661688804626
4,01-09 11:00,공주,0.0698167085647583
4,01-09 12:00,공주,0.06920652836561203
4,01-09 13:00,공주,0.06902439147233963
4,01-09 14:00,공주,0.06848182529211044
4,01-09 15:00,공주,0.06826221942901611
4,01-09 16:00,공주,0.06777351349592209
4,01-09 17:00,공주,0.06752779334783554
4,01-09 18:00,공주,0.0670822486281395
4,01-09 19:00,공주,0.06681907922029495
4,01-09 20:00,공주,0.0664084181189537
4,01-09 21:00,공주,0.06613437831401825
4,01-09 22:00,공주,0.06575217843055725
4,01-09 23:00,공주,0.06547221541404724
4,01-10 00:00,공주,0.06511352211236954
4,01-10 01:00,공주,0.06483131647109985
4,01-10 02:00,공주,0.06449232250452042
4,01-10 03:00,공주,0.06421060860157013
4,01-10 04:00,공주,0.06388834863901138
4,01-10 05:00,공주,0.06360910087823868
4,01-10 06:00,공주,0.06330130994319916
4,01-10 07:00,공주,0.06302593648433685
4,01-10 08:00,공주,0.06273084878921509
4,01-10 09:00,공주,0.06246035173535347
4,01-10 10:00,공주,0.062176577746868134
4,01-10 11:00,공주,0.06191163882613182
4,01-10 12:00,공주,0.061638105660676956
4,01-10 13:00,공주,0.06137914955615997
4,01-10 14:00,공주,0.06111499294638634
4,01-10 15:00,공주,0.06086229160428047
4,01-10 16:00,공주,0.06060682609677315
4,01-10 17:00,공주,0.06036052480340004
4,01-10 18:00,공주,0.06011318042874336
4,01-10 19:00,공주,0.059873323887586594
4,01-10 20:00,공주,0.059633638709783554
4,01-10 21:00,공주,0.05940018966794014
4,01-10 22:00,공주,0.0591677762567997
4,01-10 23:00,공주,0.058940671384334564
4,01-13 00:00,공주,0.276939332485199
4,01-13 01:00,공주,0.2839515209197998
4,01-13 02:00,공주,0.2789875566959381
4,01-13 03:00,공주,0.2692408263683319
4,01-13 04:00,공주,0.2620055079460144
4,01-13 05:00,공주,0.25405097007751465
4,01-13 06:00,공주,0.24974417686462402
4,01-13 07:00,공주,0.243769109249115
4,01-13 08:00,공주,0.2412683665752411
4,01-13 09:00,공주,0.2359069287776947
4,01-13 10:00,공주,0.23419496417045593
4,01-13 11:00,공주,0.22871524095535278
4,01-13 12:00,공주,0.2274852693080902
4,01-13 13:00,공주,0.22170612215995789
4,01-13 14:00,공주,0.2209736704826355
4,01-13 15:00,공주,0.21486875414848328
4,01-13 16:00,공주,0.21470195055007935
4,01-13 17:00,공주,0.20824922621250153
4,01-13 18:00,공주,0.2086988091468811
4,01-13 19:00,공주,0.20186468958854675
4,01-13 20:00,공주,0.20296451449394226
4,01-13 21:00,공주,0.19571414589881897
4,01-13 22:00,공주,0.197487473487854
4,01-13 23:00,공주,0.18979251384735107
4,01-14 00:00,공주,0.1922535002231598
4,01-14 01:00,공주,0.18409545719623566
4,01-14 02:00,공주,0.1872481405735016
4,01-14 03:00,공주,0.1786198765039444
4,01-14 04:00,공주,0.18245670199394226
4,01-14 05:00,공주,0.17336347699165344
4,01-14 06:00,공주,0.1778641790151596
4,01-14 07:00,공주,0.16832438111305237
4,01-14 08:00,공주,0.17345553636550903
4,01-14 09:00,공주,0.16350075602531433
4,01-14 10:00,공주,0.16921594738960266
4,01-14 11:00,공주,0.1588907539844513
4,01-14 12:00,공주,0.16513121128082275
4,01-14 13:00,공주,0.15449218451976776
4,01-14 14:00,공주,0.161188006401062
4,01-14 15:00,공주,0.1503022164106369
4,01-14 16:00,공주,0.15737418830394745
4,01-14 17:00,공주,0.14631737768650055
4,01-14 18:00,공주,0.15367895364761353
4,01-14 19:00,공주,0.14253315329551697
4,01-14 20:00,공주,0.15009306371212006
4,01-14 21:00,공주,0.13894407451152802
4,01-14 22:00,공주,0.14660882949829102
4,01-14 23:00,공주,0.135543555021286
4,01-15 00:00,공주,0.1432202160358429
4,01-15 01:00,공주,0.1323239505290985
4,01-15 02:00,공주,0.13992266356945038
4,01-15 03:00,공주,0.12927661836147308
4,01-15 04:00,공주,0.13671307265758514
4,01-15 05:00,공주,0.12639214098453522
4,01-15 06:00,공주,0.133589506149292
4,01-15 07:00,공주,0.12366043776273727
4,01-15 08:00,공주,0.13055111467838287
4,01-15 09:00,공주,0.12107100337743759
4,01-15 10:00,공주,0.12759779393672943
4,01-15 11:00,공주,0.1186131089925766
4,01-15 12:00,공주,0.12473002076148987
4,01-15 13:00,공주,0.1162761002779007
4,01-15 14:00,공주,0.12194859981536865
4,01-15 15:00,공주,0.114049531519413
4,01-15 16:00,공주,0.11925443261861801
4,01-15 17:00,공주,0.11192342638969421
4,01-15 18:00,공주,0.1166483610868454
4,01-15 19:00,공주,0.10988838225603104
4,01-15 20:00,공주,0.11413098871707916
4,01-15 21:00,공주,0.10793574154376984
4,01-15 22:00,공주,0.111702561378479
4,01-15 23:00,공주,0.10605768114328384
4,01-18 00:00,공주,0.10431863367557526
4,01-18 01:00,공주,0.09686901420354843
4,01-18 02:00,공주,0.10598079860210419
4,01-18 03:00,공주,0.09669938683509827
4,01-18 04:00,공주,0.10371509194374084
4,01-18 05:00,공주,0.09515152871608734
4,01-18 06:00,공주,0.10107715427875519
4,01-18 07:00,공주,0.09363633394241333
4,01-18 08:00,공주,0.09871806204319
4,01-18 09:00,공주,0.0923386812210083
4,01-18 10:00,공주,0.09663313627243042
4,01-18 11:00,공주,0.09117019176483154
4,01-18 12:00,공주,0.0947207435965538
4,01-18 13:00,공주,0.09001699835062027
4,01-18 14:00,공주,0.09289953112602234
4,01-18 15:00,공주,0.08885704725980759
4,01-18 16:00,공주,0.09116289019584656
4,01-18 17:00,공주,0.08769788593053818
4,01-18 18:00,공주,0.08951222896575928
4,01-18 19:00,공주,0.08654706925153732
4,01-18 20:00,공주,0.0879451259970665
4,01-18 21:00,공주,0.08540846407413483
4,01-18 22:00,공주,0.08645623922348022
4,01-18 23:00,공주,0.08428400754928589
4,01-19 00:00,공주,0.08503946661949158
4,01-19 01:00,공주,0.08317538350820541
4,01-19 02:00,공주,0.08368919789791107
4,01-19 03:00,공주,0.08208437263965607
4,01-19 04:00,공주,0.08240033686161041
4,01-19 05:00,공주,0.08101265132427216
4,01-19 06:00,공주,0.0811682641506195
4,01-19 07:00,공주,0.07996167242527008
4,01-19 08:00,공주,0.07998872548341751
4,01-19 09:00,공주,0.07893268018960953
4,01-19 10:00,공주,0.07885781675577164
4,01-19 11:00,공주,0.07792660593986511
4,01-19 12:00,공주,0.07777205854654312
4,01-19 13:00,공주,0.07694419473409653
4,01-19 14:00,공주,0.07672828435897827
4,01-19 15:00,공주,0.07598592340946198
4,01-19 16:00,공주,0.07572367787361145
4,01-19 17:00,공주,0.07505211979150772
4,01-19 18:00,공주,0.07475568354129791
4,01-19 19:00,공주,0.07414287328720093
4,01-19 20:00,공주,0.07382206618785858
4,01-19 21:00,공주,0.0732581615447998
4,01-19 22:00,공주,0.0729207918047905
4,01-19 23:00,공주,0.07239782065153122
4,01-20 00:00,공주,0.0720500648021698
4,01-20 01:00,공주,0.07156156003475189
4,01-20 02:00,공주,0.07120827585458755
4,01-20 03:00,공주,0.07074902951717377
4,01-20 04:00,공주,0.07039396464824677
4,01-20 05:00,공주,0.06995978206396103
4,01-20 06:00,공주,0.06960579752922058
4,01-20 07:00,공주,0.06919332593679428
4,01-20 08:00,공주,0.06884260475635529
4,01-20 09:00,공주,0.06844912469387054
4,01-20 10:00,공주,0.06810328364372253
4,01-20 11:00,공주,0.06772662699222565
4,01-20 12:00,공주,0.06738683581352234
4,01-20 13:00,공주,0.06702525913715363
4,01-20 14:00,공주,0.06669235229492188
4,01-20 15:00,공주,0.06634443998336792
4,01-20 16:00,공주,0.0660189688205719
4,01-20 17:00,공주,0.06568355858325958
4,01-20 18:00,공주,0.06536588817834854
4,01-20 19:00,공주,0.06504203379154205
4,01-20 20:00,공주,0.0647323727607727
4,01-20 21:00,공주,0.06441929936408997
4,01-20 22:00,공주,0.06411772221326828
4,01-20 23:00,공주,0.06381475925445557
4,01-23 00:00,공주,0.06924191862344742
4,01-23 01:00,공주,0.07290531694889069
4,01-23 02:00,공주,0.07100099325180054
4,01-23 03:00,공주,0.07155142724514008
4,01-23 04:00,공주,0.06917121261358261
4,01-23 05:00,공주,0.06953606009483337
4,01-23 06:00,공주,0.06792844831943512
4,01-23 07:00,공주,0.06840397417545319
4,01-23 08:00,공주,0.06720921397209167
4,01-23 09:00,공주,0.0676150918006897
4,01-23 10:00,공주,0.06665824353694916
4,01-23 11:00,공주,0.06689523160457611
4,01-23 12:00,공주,0.06609795987606049
4,01-23 13:00,공주,0.06618223339319229
4,01-23 14:00,공주,0.06550195068120956
4,01-23 15:00,공주,0.0654805526137352
4,01-23 16:00,공주,0.0648992657661438
4,01-23 17:00,공주,0.06480760127305984
4,01-23 18:00,공주,0.06430578976869583
4,01-23 19:00,공주,0.06416512280702591
4,01-23 20:00,공주,0.06372474133968353
4,01-23 21:00,공주,0.06354939937591553
4,01-23 22:00,공주,0.06315606087446213
4,01-23 23:00,공주,0.0629567950963974
4,01-24 00:00,공주,0.06259986758232117
4,01-24 01:00,공주,0.06238492205739021
4,01-24 02:00,공주,0.06205666810274124
4,01-24 03:00,공주,0.061832245439291
4,01-24 04:00,공주,0.06152692809700966
4,01-24 05:00,공주,0.06129755079746246
4,01-24 06:00,공주,0.06101087108254433
4,01-24 07:00,공주,0.06077977642416954
4,01-24 08:00,공주,0.060508497059345245
4,01-24 09:00,공주,0.060278017073869705
4,01-24 10:00,공주,0.06001970171928406
4,01-24 11:00,공주,0.059791479259729385
4,01-24 12:00,공주,0.059544291347265244
4,01-24 13:00,공주,0.05931947007775307
4,01-24 14:00,공주,0.0590820349752903
4,01-24 15:00,공주,0.058861371129751205
4,01-24 16:00,공주,0.05863264575600624
4,01-24 17:00,공주,0.058416660875082016
4,01-24 18:00,공주,0.0581958144903183
4,01-24 19:00,공주,0.05798482522368431
4,01-24 20:00,공주,0.0577712319791317
4,01-24 21:00,공주,0.05756540969014168
4,01-24 22:00,공주,0.05735856294631958
4,01-24 23:00,공주,0.05715798959136009
4,01-25 00:00,공주,0.056957490742206573
4,01-25 01:00,공주,0.056762173771858215
4,01-25 02:00,공주,0.056567683815956116
4,01-25 03:00,공주,0.056377578526735306
4,01-25 04:00,공주,0.056188810616731644
4,01-25 05:00,공주,0.05600385367870331
4,01-25 06:00,공주,0.05582056939601898
4,01-25 07:00,공주,0.05564066022634506
4,01-25 08:00,공주,0.055462632328271866
4,01-25 09:00,공주,0.055287670344114304
4,01-25 10:00,공주,0.055114712566137314
4,01-25 11:00,공주,0.05494457110762596
4,01-25 12:00,공주,0.05477650463581085
4,01-25 13:00,공주,0.05461106076836586
4,01-25 14:00,공주,0.0544477216899395
4,01-25 15:00,공주,0.054286859929561615
4,01-25 16:00,공주,0.05412809178233147
4,01-25 17:00,공주,0.05397168546915054
4,01-25 18:00,공주,0.053817346692085266
4,01-25 19:00,공주,0.053665269166231155
4,01-25 20:00,공주,0.053515225648880005
4,01-25 21:00,공주,0.05336735025048256
4,01-25 22:00,공주,0.05322146788239479
4,01-25 23:00,공주,0.05307767912745476
4,01-28 00:00,공주,0.08259951323270798
4,01-28 01:00,공주,0.06940390169620514
4,01-28 02:00,공주,0.08784015476703644
4,01-28 03:00,공주,0.07548511028289795
4,01-28 04:00,공주,0.08939776569604874
4,01-28 05:00,공주,0.07784905284643173
4,01-28 06:00,공주,0.08801552653312683
4,01-28 07:00,공주,0.07789833843708038
4,01-28 08:00,공주,0.085671067237854
4,01-28 09:00,공주,0.07735616713762283
4,01-28 10:00,공주,0.08347170054912567
4,01-28 11:00,공주,0.07680108398199081
4,01-28 12:00,공주,0.08164434880018234
4,01-28 13:00,공주,0.07630535960197449
4,01-28 14:00,공주,0.08006372302770615
4,01-28 15:00,공주,0.07576453685760498
4,01-28 16:00,공주,0.07862700521945953
4,01-28 17:00,공주,0.07515470683574677
4,01-28 18:00,공주,0.07729797065258026
4,01-28 19:00,공주,0.07448990643024445
4,01-28 20:00,공주,0.07606488466262817
4,01-28 21:00,공주,0.07378934323787689
4,01-28 22:00,공주,0.07491835951805115
4,01-28 23:00,공주,0.07306705415248871
4,01-29 00:00,공주,0.07384764403104782
4,01-29 01:00,공주,0.07233224809169769
4,01-29 02:00,공주,0.07284226268529892
4,01-29 03:00,공주,0.07159184664487839
4,01-29 04:00,공주,0.07189337909221649
4,01-29 05:00,공주,0.07085147500038147
4,01-29 06:00,공주,0.0709938108921051
4,01-29 07:00,공주,0.07011571526527405
4,01-29 08:00,공주,0.07013767212629318
4,01-29 09:00,공주,0.06938815116882324
4,01-29 10:00,공주,0.06932010501623154
4,01-29 11:00,공주,0.06867155432701111
4,01-29 12:00,공주,0.06853709369897842
4,01-29 13:00,공주,0.06796793639659882
4,01-29 14:00,공주,0.06778532266616821
4,01-29 15:00,공주,0.06727877259254456
4,01-29 16:00,공주,0.06706199795007706
4,01-29 17:00,공주,0.06660507619380951
4,01-29 18:00,공주,0.0663648247718811
4,01-29 19:00,공주,0.0659475177526474
4,01-29 20:00,공주,0.06569188088178635
4,01-29 21:00,공주,0.06530646979808807
4,01-29 22:00,공주,0.06504153460264206
4,01-29 23:00,공주,0.06468213349580765
4,01-30 00:00,공주,0.06441240757703781
4,01-30 01:00,공주,0.06407447904348373
4,01-30 02:00,공주,0.06380333006381989
4,01-30 03:00,공주,0.06348338723182678
4,01-30 04:00,공주,0.06321326643228531
4,01-30 05:00,공주,0.06290864944458008
4,01-30 06:00,공주,0.06264131516218185
4,01-30 07:00,공주,0.062349963933229446
4,01-30 08:00,공주,0.062086671590805054
4,01-30 09:00,공주,0.06180701404809952
4,01-30 10:00,공주,0.0615486241877079
4,01-30 11:00,공주,0.061279427260160446
4,01-30 12:00,공주,0.06102651730179787
4,01-30 13:00,공주,0.06076681613922119
4,01-30 14:00,공주,0.060519758611917496
4,01-30 15:00,공주,0.06026878580451012
4,01-30 16:00,공주,0.06002778932452202
4,01-30 17:00,공주,0.05978492274880409
4,01-30 18:00,공주,0.05955009534955025
4,01-30 19:00,공주,0.05931483954191208
4,01-30 20:00,공주,0.05908619239926338
4,01-30 21:00,공주,0.058858130127191544
4,01-30 22:00,공주,0.05863562598824501
4,01-30 23:00,공주,0.05841439962387085
4,02-02 00:00,공주,0.3667106628417969
4,02-02 01:00,공주,0.3709016442298889
4,02-02 02:00,공주,0.35874468088150024
4,02-02 03:00,공주,0.360940158367157
4,02-02 04:00,공주,0.3453500270843506
4,02-02 05:00,공주,0.3508191704750061
4,02-02 06:00,공주,0.33231255412101746
4,02-02 07:00,공주,0.3420109748840332
4,02-02 08:00,공주,0.3194161355495453
4,02-02 09:00,공주,0.33429476618766785
4,02-02 10:00,공주,0.3061336576938629
4,02-02 11:00,공주,0.3275609016418457
4,02-02 12:00,공주,0.2922012209892273
4,02-02 13:00,공주,0.32194235920906067
4,02-02 14:00,공주,0.27738654613494873
4,02-02 15:00,공주,0.3175703287124634
4,02-02 16:00,공주,0.2614307105541229
4,02-02 17:00,공주,0.31456393003463745
4,02-02 18:00,공주,0.24404045939445496
4,02-02 19:00,공주,0.31298914551734924
4,02-02 20:00,공주,0.22490176558494568
4,02-02 21:00,공주,0.3128198981285095
4,02-02 22:00,공주,0.20372064411640167
4,02-02 23:00,공주,0.31388574838638306
4,02-03 00:00,공주,0.18029943108558655
4,02-03 01:00,공주,0.31581050157546997
4,02-03 02:00,공주,0.15466317534446716
4,02-03 03:00,공주,0.3179593086242676
4,02-03 04:00,공주,0.12723518908023834
4,02-03 05:00,공주,0.3194313943386078
4,02-03 06:00,공주,0.0990132987499237
4,02-03 07:00,공주,0.31914976239204407
4,02-03 08:00,공주,0.07162371277809143
4,02-03 09:00,공주,0.31608086824417114
4,02-03 10:00,공주,0.0470949225127697
4,02-03 11:00,공주,0.3095402717590332
4,02-03 12:00,공주,0.02731798030436039
4,02-03 13:00,공주,0.2994348406791687
4,02-03 14:00,공주,0.013437237590551376
4,02-03 15:00,공주,0.2862805128097534
4,02-03 16:00,공주,0.005555510055273771
4,02-03 17:00,공주,0.27098292112350464
4,02-03 18:00,공주,0.002904685912653804
4,02-03 19:00,공주,0.254535049200058
4,02-03 20:00,공주,0.004276485648006201
4,02-03 21:00,공주,0.23779568076133728
4,02-03 22:00,공주,0.008418932557106018
4,02-03 23:00,공주,0.22140106558799744
4,02-04 00:00,공주,0.014260642230510712
4,02-04 01:00,공주,0.2057708203792572
4,02-04 02:00,공주,0.020980169996619225
4,02-04 03:00,공주,0.19115231931209564
4,02-04 04:00,공주,0.027989758178591728
4,02-04 05:00,공주,0.1776697039604187
4,02-04 06:00,공주,0.03488918021321297
4,02-04 07:00,공주,0.1653643548488617
4,02-04 08:00,공주,0.0414181724190712
4,02-04 09:00,공주,0.15422433614730835
4,02-04 10:00,공주,0.04741744324564934
4,02-04 11:00,공주,0.14420489966869354
4,02-04 12:00,공주,0.05279947444796562
4,02-04 13:00,공주,0.13524186611175537
4,02-04 14:00,공주,0.057527270168066025
4,02-04 15:00,공주,0.12726041674613953
4,02-04 16:00,공주,0.06159909442067146
4,02-04 17:00,공주,0.12018058449029922
4,02-04 18:00,공주,0.0650373250246048
4,02-04 19:00,공주,0.11392099410295486
4,02-04 20:00,공주,0.06788023561239243
4,02-04 21:00,공주,0.10840113461017609
4,02-04 22:00,공주,0.07017593830823898
4,02-04 23:00,공주,0.10354308784008026
4,02-07 00:00,공주,0.1329069435596466
4,02-07 01:00,공주,0.13814471662044525
4,02-07 02:00,공주,0.1384582817554474
4,02-07 03:00,공주,0.13543640077114105
4,02-07 04:00,공주,0.13366439938545227
4,02-07 05:00,공주,0.13065370917320251
4,02-07 06:00,공주,0.12932735681533813
4,02-07 07:00,공주,0.12686103582382202
4,02-07 08:00,공주,0.1259743869304657
4,02-07 09:00,공주,0.12393757700920105
4,02-07 10:00,공주,0.12324072420597076
4,02-07 11:00,공주,0.12137273699045181
4,02-07 12:00,공주,0.12069571018218994
4,02-07 13:00,공주,0.11889350414276123
4,02-07 14:00,공주,0.1182020828127861
4,02-07 15:00,공주,0.11647114902734756
4,02-07 16:00,공주,0.11577536910772324
4,02-07 17:00,공주,0.11412693560123444
4,02-07 18:00,공주,0.11343271285295486
4,02-07 19:00,공주,0.11186998337507248
4,02-07 20:00,공주,0.11117777228355408
4,02-07 21:00,공주,0.10969874262809753
4,02-07 22:00,공주,0.10900714248418808
4,02-07 23:00,공주,0.10760822147130966
4,02-08 00:00,공주,0.10691633820533752
4,02-08 01:00,공주,0.10559380054473877
4,02-08 02:00,공주,0.10490164905786514
4,02-08 03:00,공주,0.10365171730518341
4,02-08 04:00,공주,0.10295989364385605
4,02-08 05:00,공주,0.10177864879369736
4,02-08 06:00,공주,0.10108814388513565
4,02-08 07:00,공주,0.0999714806675911
4,02-08 08:00,공주,0.09928348660469055
4,02-08 09:00,공주,0.09822732210159302
4,02-08 10:00,공주,0.09754317998886108
4,02-08 11:00,공주,0.09654341638088226
4,02-08 12:00,공주,0.09586452692747116
4,02-08 13:00,공주,0.0949171781539917
4,02-08 14:00,공주,0.09424497187137604
4,02-08 15:00,공주,0.09334618598222733
4,02-08 16:00,공주,0.09268204867839813
4,02-08 17:00,공주,0.09182816743850708
4,02-08 18:00,공주,0.09117336571216583
4,02-08 19:00,공주,0.09036096930503845
4,02-08 20:00,공주,0.08971668779850006
4,02-08 21:00,공주,0.08894260227680206
4,02-08 22:00,공주,0.08830982446670532
4,02-08 23:00,공주,0.08757112920284271
4,02-09 00:00,공주,0.08695073425769806
4,02-09 01:00,공주,0.08624473214149475
4,02-09 02:00,공주,0.08563745021820068
4,02-09 03:00,공주,0.08496168255805969
4,02-09 04:00,공주,0.08436809480190277
4,02-09 05:00,공주,0.08372035622596741
4,02-09 06:00,공주,0.08314087986946106
4,02-09 07:00,공주,0.08251917362213135
4,02-09 08:00,공주,0.08195411413908005
4,02-09 09:00,공주,0.08135665208101273
4,02-09 10:00,공주,0.0808061957359314
4,02-09 11:00,공주,0.08023135364055634
4,02-09 12:00,공주,0.07969558238983154
4,02-09 13:00,공주,0.07914191484451294
4,02-09 14:00,공주,0.07862082123756409
4,02-09 15:00,공주,0.07808705419301987
4,02-09 16:00,공주,0.0775805115699768
4,02-09 17:00,공주,0.07706549018621445
4,02-09 18:00,공주,0.07657335698604584
4,02-09 19:00,공주,0.07607603073120117
4,02-09 20:00,공주,0.0755980908870697
4,02-09 21:00,공주,0.07511754333972931
4,02-09 22:00,공주,0.0746535137295723
4,02-09 23:00,공주,0.07418891042470932
4,02-12 00:00,공주,0.06356369704008102
4,02-12 01:00,공주,0.045229144394397736
4,02-12 02:00,공주,0.0662064403295517
4,02-12 03:00,공주,0.05296207219362259
4,02-12 04:00,공주,0.06823375076055527
4,02-12 05:00,공주,0.057273540645837784
4,02-12 06:00,공주,0.06754064559936523
4,02-12 07:00,공주,0.058790985494852066
4,02-12 08:00,공주,0.06586864590644836
4,02-12 09:00,공주,0.05912818759679794
4,02-12 10:00,공주,0.06409124284982681
4,02-12 11:00,공주,0.05914728716015816
4,02-12 12:00,공주,0.06274339556694031
4,02-12 13:00,공주,0.059181030839681625
4,02-12 14:00,공주,0.061731934547424316
4,02-12 15:00,공주,0.05912966653704643
4,02-12 16:00,공주,0.06089584901928902
4,02-12 17:00,공주,0.05897172912955284
4,02-12 18:00,공주,0.06016569212079048
4,02-12 19:00,공주,0.058729689568281174
4,02-12 20:00,공주,0.05951465293765068
4,02-12 21:00,공주,0.05843279883265495
4,02-12 22:00,공주,0.05892861634492874
4,02-12 23:00,공주,0.05810320004820824
4,02-13 00:00,공주,0.05839494243264198
4,02-13 01:00,공주,0.057754095643758774
4,02-13 02:00,공주,0.057902175933122635
4,02-13 03:00,공주,0.05739394202828407
4,02-13 04:00,공주,0.05744154378771782
4,02-13 05:00,공주,0.05702875927090645
4,02-13 06:00,공주,0.057006798684597015
4,02-13 07:00,공주,0.05666297301650047
4,02-13 08:00,공주,0.05659346282482147
4,02-13 09:00,공주,0.05629974231123924
4,02-13 10:00,공주,0.05619829520583153
4,02-13 11:00,공주,0.055941250175237656
4,02-13 12:00,공주,0.05581885576248169
4,02-13 13:00,공주,0.05558895319700241
4,02-13 14:00,공주,0.05545332655310631
4,02-13 15:00,공주,0.055243801325559616
4,02-13 16:00,공주,0.055100321769714355
4,02-13 17:00,공주,0.05490638315677643
4,02-13 18:00,공주,0.05475879833102226
4,02-13 19:00,공주,0.054577041417360306
4,02-13 20:00,공주,0.05442792922258377
4,02-13 21:00,공주,0.05425593629479408
4,02-13 22:00,공주,0.05410706624388695
4,02-13 23:00,공주,0.053943101316690445
4,02-14 00:00,공주,0.053795669227838516
4,02-14 01:00,공주,0.053638506680727005
4,02-14 02:00,공주,0.05349329859018326
4,02-14 03:00,공주,0.053342029452323914
4,02-14 04:00,공주,0.053199563175439835
4,02-14 05:00,공주,0.05305354669690132
4,02-14 06:00,공주,0.05291413143277168
4,02-14 07:00,공주,0.0527728833258152
4,02-14 08:00,공주,0.05263671278953552
4,02-14 09:00,공주,0.052499860525131226
4,02-14 10:00,공주,0.05236703157424927
