,id,count
459,1363,148.55556
460,1365,180.57195
461,1369,157.2846
462,1373,108.93828
463,1375,148.00873
464,1377,58.81628
465,1379,183.56091
466,1380,194.72278
467,1381,108.79444
468,1384,167.05928
469,1390,186.63396
470,1393,192.8936
471,1395,
472,1399,193.85347
473,1400,91.12304
474,1401,110.11384
475,1404,188.04128
476,1408,76.295456
477,1409,31.189142
478,1413,171.2039
479,1416,188.20824
480,1418,120.41154
481,1423,87.80956
482,1424,62.26283
483,1425,65.72616
484,1433,210.5202
485,1434,166.61702
486,1436,200.5644
487,1442,188.14497
488,1444,64.83509
489,1445,163.52519
490,1452,184.47688
491,1455,186.47755
492,1462,
493,1467,36.731724
494,1472,87.865715
495,1475,110.25008
496,1493,147.72038
497,1501,179.20097
498,1503,196.10222
499,1504,204.47093
500,1505,56.7654
501,1511,203.4225
502,1512,
503,1513,147.78471
504,1514,101.73431
505,1528,195.093
506,1533,214.82103
507,1534,64.34457
508,1536,173.69649
509,1537,70.49604
510,1539,130.0168
511,1550,176.14047
512,1552,172.08513
513,1554,188.8473
514,1555,202.5188
515,1556,70.46252
516,1559,62.451527
517,1563,191.16707
518,1566,187.19124
519,1567,128.58673
520,1568,73.92013
521,1571,181.2455
522,1572,66.91637
523,1574,
524,1577,88.0364
525,1583,79.64994
526,1585,89.98493
527,1586,180.1575
528,1587,191.21309
529,1596,170.44615
530,1602,69.99334
531,1604,87.70144
532,1605,56.906162
533,1610,206.43944
534,1611,125.3806
535,1616,86.55039
536,1617,141.2561
537,1618,67.40179
538,1622,61.783833
539,1623,53.05032
540,1628,203.78346
541,1631,50.113644
542,1632,193.18832
543,1633,182.74953
544,1634,194.61832
545,1636,192.24013
546,1637,157.98772
547,1643,93.7196
548,1644,142.38615
549,1646,110.29897
550,1648,184.32031
551,1651,87.17968
552,1656,68.12389
553,1658,148.04282
554,1659,67.697365
555,1665,93.95763
556,1666,145.77557
557,1670,104.77273
558,1674,158.7047
559,1679,204.8333
560,1680,200.2071
561,1683,213.75563
562,1686,61.80984
563,1691,134.81789
564,1693,62.44427
565,1696,84.28315
566,1697,122.6428
567,1703,89.31797
568,1706,58.82442
569,1709,178.22557
570,1710,84.905136
571,1712,
572,1713,156.98872
573,1718,204.95528
574,1719,187.22511
575,1722,200.05716
576,1723,153.84026
577,1724,207.56078
578,1728,55.45279
579,1730,91.33179
580,1732,64.76207
581,1737,44.463394
582,1745,57.940166
583,1747,82.0581
584,1748,83.3025
585,1755,124.116554
586,1759,85.823555
587,1761,192.89833
588,1764,170.79176
589,1765,180.39693
590,1766,55.380543
591,1768,70.82951
592,1770,81.09725
593,1771,164.70103
594,1774,110.58428
595,1785,169.30553
596,1788,208.11519
597,1792,77.68946
598,1794,177.44273
599,1797,142.29309
600,1798,50.082745
601,1799,214.09848
602,1802,131.9464
603,1806,71.43379
604,1808,85.94024
605,1810,195.26898
606,1818,40.461933
607,1819,211.8015
608,1820,211.11623
609,1822,180.93251
610,1826,197.90836
611,1827,163.90752
612,1835,87.63183
613,1841,129.92924
614,1842,121.338066
615,1843,103.24391
616,1846,59.7149
617,1849,61.414776
618,1850,209.3412
619,1851,119.572235
620,1857,
621,1858,162.25835
622,1860,115.168785
623,1861,187.49495
624,1864,88.44544
625,1869,198.44011
626,1871,
627,1872,28.920599
628,1875,65.073654
629,1878,215.38106
630,1879,193.37865
631,1885,50.915558
632,1888,107.815025
633,1889,50.15402
634,1890,130.82494
635,1896,142.9252
636,1897,203.98604
637,1898,
638,1900,95.12043
639,1905,77.58101
640,1908,94.20795
641,1909,142.14578
642,1913,
643,1918,119.7347
644,1922,220.47505
645,1923,161.8495
646,1925,192.58907
647,1926,144.89474
648,1927,202.40068
649,1930,181.46005
650,1935,79.71688
651,1939,111.51478
652,1942,121.784874
653,1943,
654,1948,216.9193
655,1949,188.0612
656,1951,133.89397
657,1953,135.62883
658,1959,
659,1963,73.42487
660,1967,160.91649
661,1973,181.57259
662,1975,86.78183
663,1976,49.82729
664,1990,134.45828
665,1993,129.34889
666,1997,79.20382
667,1999,162.19656
668,2001,178.9596
669,2004,65.668495
670,2010,126.192345
671,2013,163.53459
672,2017,208.378
673,2021,113.1305
674,2023,73.18281
675,2026,184.50005
676,2037,68.8462
677,2039,88.582146
678,2041,65.06715
679,2046,67.46008
680,2050,88.745964
681,2060,183.72743
682,2067,134.71214
683,2069,169.4202
684,2072,191.53453
685,2074,178.21013
686,2079,139.43056
687,2083,74.73391
688,2085,93.605644
689,2087,58.872715
690,2093,166.00516
691,2094,78.77725
692,2097,83.15691
693,2103,105.062805
694,2104,
695,2107,204.43877
696,2108,48.560875
697,2110,44.065884
698,2115,194.9992
699,2117,72.35556
700,2125,200.91344
701,2127,216.06685
702,2133,56.159245
703,2134,217.00554
704,2135,136.04637
705,2141,196.68068
706,2143,70.196556
707,2145,57.339275
708,2146,100.721634
709,2147,183.04161
710,2148,
711,2149,
712,2165,122.607704
713,2166,173.91866
714,2177,105.40186
