ID,Calories_Burned
TEST_0169,124.505165
TEST_0170,80.34195
TEST_0171,86.93975
TEST_0172,6.0615335
TEST_0173,94.56868
TEST_0174,16.751673
TEST_0175,49.452953
TEST_0176,9.256681
TEST_0177,64.79771
TEST_0178,187.43654
TEST_0179,196.09297
TEST_0180,49.58237
TEST_0181,88.79868
TEST_0182,75.70902
TEST_0183,125.33956
TEST_0184,138.10802
TEST_0185,90.63085
TEST_0186,12.679973
TEST_0187,52.74089
TEST_0188,170.5388
TEST_0189,7.5451236
TEST_0190,43.343746
TEST_0191,7.4629884
TEST_0192,164.6022
TEST_0193,46.13412
TEST_0194,187.29631
TEST_0195,112.92726
TEST_0196,7.1832433
TEST_0197,229.26787
TEST_0198,5.0671334
TEST_0199,10.740879
TEST_0200,9.847259
TEST_0201,141.81699
TEST_0202,27.006353
TEST_0203,41.488415
TEST_0204,106.442566
TEST_0205,99.30818
TEST_0206,161.99667
TEST_0207,93.849686
TEST_0208,16.018347
TEST_0209,70.4053
TEST_0210,66.26944
TEST_0211,208.84055
TEST_0212,173.40753
TEST_0213,18.610533
TEST_0214,53.968693
TEST_0215,70.75503
TEST_0216,99.6923
TEST_0217,151.61491
TEST_0218,45.32556
TEST_0219,106.95449
TEST_0220,187.16504
TEST_0221,70.56019
TEST_0222,150.58078
TEST_0223,206.1742
TEST_0224,84.456345
TEST_0225,35.19418
TEST_0226,74.120705
TEST_0227,146.5707
TEST_0228,63.566837
TEST_0229,6.826775
TEST_0230,65.1801
TEST_0231,56.224483
TEST_0232,68.68525
TEST_0233,83.7259
TEST_0234,14.550603
TEST_0235,53.846558
TEST_0236,141.72052
TEST_0237,21.622982
TEST_0238,163.06102
TEST_0239,21.770351
TEST_0240,19.210852
TEST_0241,199.76709
TEST_0242,96.97497
TEST_0243,11.482104
TEST_0244,47.154007
TEST_0245,80.63554
TEST_0246,48.67761
TEST_0247,132.64307
TEST_0248,48.254982
TEST_0249,19.263401
TEST_0250,55.422783
TEST_0251,102.20577
TEST_0252,42.34998
TEST_0253,118.04562
TEST_0254,123.22723
TEST_0255,33.84644
TEST_0256,10.215864
TEST_0257,113.995186
TEST_0258,146.86034
TEST_0259,20.79909
TEST_0260,24.528015
TEST_0261,76.863235
TEST_0262,56.550587
TEST_0263,20.6532
TEST_0264,28.359371
TEST_0265,2.615034
TEST_0266,66.57724
TEST_0267,21.986557
TEST_0268,72.18729
TEST_0269,204.99344
TEST_0270,106.16668
TEST_0271,145.6711
TEST_0272,18.56842
TEST_0273,166.54448
TEST_0274,22.789915
TEST_0275,60.929565
TEST_0276,89.63157
TEST_0277,159.86176
TEST_0278,9.129063
TEST_0279,67.96436
TEST_0280,199.6724
TEST_0281,114.73942
TEST_0282,36.151638
TEST_0283,16.738266
TEST_0284,196.8333
TEST_0285,50.013866
TEST_0286,42.42913
TEST_0287,54.192253
TEST_0288,115.66121
TEST_0289,57.870808
TEST_0290,189.50409
TEST_0291,46.441162
TEST_0292,77.85587
TEST_0293,51.02166
TEST_0294,149.55487
TEST_0295,40.825172
TEST_0296,86.79632
TEST_0297,138.28468
TEST_0298,146.76445
TEST_0299,201.94115
TEST_0300,238.88153
TEST_0301,4.095298
TEST_0302,245.88506
TEST_0303,115.18635
TEST_0304,75.52874
TEST_0305,147.04892
TEST_0306,63.1358
TEST_0307,229.65143
TEST_0308,198.77144
TEST_0309,149.20241
TEST_0310,91.4898
TEST_0311,40.593983
TEST_0312,187.59099
TEST_0313,90.41629
TEST_0314,202.7968
TEST_0315,197.72946
TEST_0316,251.95518
TEST_0317,176.27342
TEST_0318,60.29533
TEST_0319,259.27124
TEST_0320,238.68207
TEST_0321,92.44196
TEST_0322,190.13295
TEST_0323,83.625984
TEST_0324,50.02025
TEST_0325,13.678879
TEST_0326,100.84487
TEST_0327,112.923454
TEST_0328,90.06005
TEST_0329,80.59216
TEST_0330,11.267757
TEST_0331,144.08499
TEST_0332,10.85888
TEST_0333,98.21604
TEST_0334,41.92893
TEST_0335,110.21735
TEST_0336,119.86153
TEST_0337,172.05957
TEST_0338,103.88704
TEST_0339,132.17421
TEST_0340,28.093178
TEST_0341,228.78793
TEST_0342,88.34803
TEST_0343,151.85455
TEST_0344,98.244514
TEST_0345,13.575505
TEST_0346,30.866673
TEST_0347,82.397644
TEST_0348,29.710442
TEST_0349,188.02736
TEST_0350,199.13925
TEST_0351,68.251945
TEST_0352,138.03183
TEST_0353,66.468956
TEST_0354,70.41599
TEST_0355,2.4369571
TEST_0356,175.21622
TEST_0357,202.2108
TEST_0358,126.21042
TEST_0359,140.19011
TEST_0360,78.48544
TEST_0361,140.57524
TEST_0362,149.90707
TEST_0363,26.632374
TEST_0364,178.45775
TEST_0365,33.860966
TEST_0366,133.21124
TEST_0367,28.228876
TEST_0368,229.85341
TEST_0369,146.69421
TEST_0370,26.90288
TEST_0371,124.130264
TEST_0372,100.312416
TEST_0373,142.83249
TEST_0374,21.393166
TEST_0375,206.67435
TEST_0376,215.63972
TEST_0377,221.1642
TEST_0378,55.186207
TEST_0379,85.72794
TEST_0380,163.95233
TEST_0381,27.354982
TEST_0382,31.557262
TEST_0383,219.07288
TEST_0384,7.2420692
TEST_0385,4.4687185
TEST_0386,180.37466
TEST_0387,103.52078
TEST_0388,130.2098
TEST_0389,186.65129
TEST_0390,190.6693
TEST_0391,21.7854
TEST_0392,124.36183
TEST_0393,144.58713
TEST_0394,36.693928
TEST_0395,187.64642
TEST_0396,107.634224
TEST_0397,21.313652
TEST_0398,129.5895
TEST_0399,136.27623
TEST_0400,86.905785
TEST_0401,210.40164
TEST_0402,160.14764
TEST_0403,151.68999
TEST_0404,115.16686
TEST_0405,103.23038
TEST_0406,18.96652
TEST_0407,69.13132
TEST_0408,184.48235
TEST_0409,202.55234
TEST_0410,113.87913
TEST_0411,242.75914
TEST_0412,8.038329
TEST_0413,57.797794
TEST_0414,176.87491
TEST_0415,11.228419
TEST_0416,59.81863
TEST_0417,95.80285
TEST_0418,21.08806
TEST_0419,7.8255544
TEST_0420,168.478
TEST_0421,37.723503
TEST_0422,91.84154
TEST_0423,85.78635
TEST_0424,151.86838
TEST_0425,49.47438
TEST_0426,45.823997
TEST_0427,10.624662
TEST_0428,72.34828
TEST_0429,106.723946
TEST_0430,117.22939
TEST_0431,222.75076
TEST_0432,55.63919
TEST_0433,2.3392286
TEST_0434,191.55058
TEST_0435,45.172905
TEST_0436,56.202385
TEST_0437,171.23415
TEST_0438,49.984344
TEST_0439,191.07431
TEST_0440,227.50917
TEST_0441,46.788364
TEST_0442,51.705563
TEST_0443,72.486015
TEST_0444,227.68349
TEST_0445,144.57692
TEST_0446,174.202
TEST_0447,47.446247
TEST_0448,88.3177
TEST_0449,53.223442
TEST_0450,108.618675
TEST_0451,133.01129
TEST_0452,83.54453
TEST_0453,59.193962
TEST_0454,36.40452
TEST_0455,45.84498
TEST_0456,134.37389
TEST_0457,159.64764
TEST_0458,187.0567
TEST_0459,159.74637
TEST_0460,97.3043
TEST_0461,217.70721
TEST_0462,82.14986
TEST_0463,121.44493
TEST_0464,102.14836
TEST_0465,39.863785
TEST_0466,112.57548
TEST_0467,60.307693
TEST_0468,145.3466
TEST_0469,6.5700736
TEST_0470,101.440994
TEST_0471,33.640263
TEST_0472,53.908245
TEST_0473,25.247194
TEST_0474,196.2132
TEST_0475,192.83922
TEST_0476,27.477182
TEST_0477,41.131508
TEST_0478,28.22781
TEST_0479,36.92498
TEST_0480,45.511856
TEST_0481,26.311676
TEST_0482,201.45154
TEST_0483,144.0782
TEST_0484,60.85923
TEST_0485,7.965226
TEST_0486,4.0047235
TEST_0487,228.16295
TEST_0488,21.998058
TEST_0489,8.834291
TEST_0490,201.67656
TEST_0491,103.52554
TEST_0492,87.131065
TEST_0493,52.704918
TEST_0494,94.70431
TEST_0495,54.33018
TEST_0496,23.838736
TEST_0497,24.536077
TEST_0498,138.15227
TEST_0499,132.15715
TEST_0500,17.185928
TEST_0501,124.88856
TEST_0502,186.77576
TEST_0503,23.576107
TEST_0504,104.76884
TEST_0505,23.45527
TEST_0506,169.1572
TEST_0507,69.81077
TEST_0508,190.50435
TEST_0509,134.55052
TEST_0510,77.976845
TEST_0511,92.17576
TEST_0512,37.385498
TEST_0513,56.41944
TEST_0514,67.34199
TEST_0515,154.50662
TEST_0516,160.23795
TEST_0517,8.55858
TEST_0518,190.7152
TEST_0519,28.886415
TEST_0520,64.714905
TEST_0521,97.873436
TEST_0522,231.55226
TEST_0523,128.76776
TEST_0524,104.26521
TEST_0525,76.336784
TEST_0526,124.89046
TEST_0527,9.192507
TEST_0528,179.51346
TEST_0529,211.76656
TEST_0530,74.84998
TEST_0531,131.69814
TEST_0532,31.65467
TEST_0533,145.70355
TEST_0534,109.13498
TEST_0535,114.29009
TEST_0536,6.2298403
TEST_0537,136.08408
TEST_0538,68.82108
TEST_0539,50.790085
TEST_0540,134.30618
TEST_0541,15.918163
TEST_0542,148.44936
TEST_0543,102.96708
TEST_0544,92.52604
TEST_0545,98.619156
TEST_0546,19.24612
TEST_0547,108.433685
TEST_0548,183.95999
TEST_0549,25.157326
TEST_0550,55.502907
TEST_0551,143.44037
TEST_0552,134.88058
TEST_0553,127.989746
TEST_0554,80.367905
TEST_0555,25.027988
TEST_0556,156.93118
TEST_0557,105.37359
TEST_0558,227.48328
TEST_0559,41.06004
TEST_0560,4.0731206
TEST_0561,29.569038
TEST_0562,204.90587
TEST_0563,98.92603
TEST_0564,58.40266
TEST_0565,166.19702
TEST_0566,38.017216
TEST_0567,152.03986
TEST_0568,3.896445
TEST_0569,33.024338
TEST_0570,39.029976
TEST_0571,35.830395
TEST_0572,28.256458
TEST_0573,190.84453
TEST_0574,58.16063
TEST_0575,11.091611
TEST_0576,14.440156
TEST_0577,61.671684
TEST_0578,27.675282
TEST_0579,206.64455
TEST_0580,95.45175
TEST_0581,252.35278
TEST_0582,100.9191
TEST_0583,44.99827
TEST_0584,98.35897
TEST_0585,39.50065
TEST_0586,116.72908
TEST_0587,168.06935
TEST_0588,175.04626
TEST_0589,21.326193
TEST_0590,165.46527
TEST_0591,248.01555
TEST_0592,30.313158
TEST_0593,213.93799
TEST_0594,79.8975
TEST_0595,25.236973
TEST_0596,11.647442
TEST_0597,160.65717
TEST_0598,157.05428
TEST_0599,81.00659
TEST_0600,201.55608
TEST_0601,76.52047
TEST_0602,249.40392
TEST_0603,179.08646
TEST_0604,155.45659
TEST_0605,88.48215
TEST_0606,140.03426
TEST_0607,38.917355
TEST_0608,128.99791
TEST_0609,118.31836
TEST_0610,67.417786
TEST_0611,118.88968
TEST_0612,132.17249
TEST_0613,38.425724
TEST_0614,21.45365
TEST_0615,20.285427
TEST_0616,93.70446
TEST_0617,207.31439
TEST_0618,28.476683
TEST_0619,154.79993
TEST_0620,220.51886
TEST_0621,5.9063096
TEST_0622,41.74739
TEST_0623,22.57365
TEST_0624,61.622375
TEST_0625,69.2403
TEST_0626,105.34412
TEST_0627,262.35516
TEST_0628,99.50446
TEST_0629,100.94959
TEST_0630,24.353676
TEST_0631,55.71977
TEST_0632,214.38393
TEST_0633,85.88034
TEST_0634,45.229748
TEST_0635,37.525623
TEST_0636,161.20883
TEST_0637,121.21412
TEST_0638,54.50254
TEST_0639,150.29535
TEST_0640,28.877712
TEST_0641,40.326492
TEST_0642,101.49347
TEST_0643,44.914684
TEST_0644,7.959043
TEST_0645,194.78416
TEST_0646,73.23602
TEST_0647,84.10819
TEST_0648,30.875772
TEST_0649,89.31702
TEST_0650,85.055954
TEST_0651,167.50018
TEST_0652,98.18199
TEST_0653,8.0470495
TEST_0654,10.876197
TEST_0655,7.6844893
TEST_0656,116.162964
TEST_0657,102.70551
TEST_0658,9.807937
TEST_0659,33.920837
TEST_0660,12.8787365
TEST_0661,76.40874
TEST_0662,107.309425
TEST_0663,12.6606
TEST_0664,91.275696
TEST_0665,74.644
TEST_0666,172.7768
TEST_0667,193.4223
TEST_0668,74.4542
TEST_0669,253.23523
TEST_0670,142.14326
TEST_0671,31.238443
TEST_0672,113.53883
TEST_0673,109.0005
TEST_0674,81.90345
TEST_0675,199.02739
TEST_0676,20.839008
TEST_0677,128.85419
TEST_0678,68.11974
TEST_0679,93.970604
TEST_0680,3.599761
TEST_0681,121.63791
TEST_0682,175.25545
TEST_0683,12.702757
TEST_0684,10.3533945
TEST_0685,26.270245
TEST_0686,177.56313
TEST_0687,67.123665
TEST_0688,102.22455
TEST_0689,90.73249
TEST_0690,266.79544
TEST_0691,18.34114
TEST_0692,246.51001
TEST_0693,211.69312
TEST_0694,138.6562
TEST_0695,56.40767
TEST_0696,141.55028
TEST_0697,80.24319
TEST_0698,82.62511
TEST_0699,112.10181
TEST_0700,170.64502
TEST_0701,82.70081
TEST_0702,67.55124
TEST_0703,227.28844
TEST_0704,76.885475
TEST_0705,27.65131
TEST_0706,128.31424
TEST_0707,30.410978
TEST_0708,7.156539
TEST_0709,57.593086
TEST_0710,73.18092
TEST_0711,10.415718
TEST_0712,49.641037
TEST_0713,12.356627
TEST_0714,178.3187
TEST_0715,133.38554
TEST_0716,11.326862
TEST_0717,9.357292
TEST_0718,147.65714
TEST_0719,61.030342
TEST_0720,115.37856
TEST_0721,79.72368
TEST_0722,138.92307
TEST_0723,77.50436
TEST_0724,118.91601
TEST_0725,116.71974
TEST_0726,40.231045
TEST_0727,63.08328
TEST_0728,201.22868
TEST_0729,101.88677
TEST_0730,234.35526
TEST_0731,115.23975
TEST_0732,7.0713677
TEST_0733,208.76543
TEST_0734,82.08777
TEST_0735,89.63726
TEST_0736,56.86422
TEST_0737,36.36014
TEST_0738,163.08176
TEST_0739,240.50374
TEST_0740,142.34726
TEST_0741,23.69394
TEST_0742,61.930496
TEST_0743,61.498924
TEST_0744,49.34964
TEST_0745,20.357374
TEST_0746,18.49535
TEST_0747,97.60299
TEST_0748,233.10213
TEST_0749,205.3431
TEST_0750,79.27534
TEST_0751,17.848238
TEST_0752,3.9482276
TEST_0753,59.713284
TEST_0754,98.78104
TEST_0755,28.89548
TEST_0756,191.86275
TEST_0757,54.08043
TEST_0758,31.272495
TEST_0759,124.42295
TEST_0760,92.63893
TEST_0761,110.28104
TEST_0762,101.16889
TEST_0763,88.0241
TEST_0764,67.37434
TEST_0765,182.20305
TEST_0766,4.7229404
TEST_0767,11.593851
TEST_0768,93.27415
TEST_0769,70.84906
TEST_0770,7.3282514
TEST_0771,53.67396
TEST_0772,174.57666
TEST_0773,4.7699723
TEST_0774,165.94012
TEST_0775,34.817627
TEST_0776,253.23474
TEST_0777,117.90228
TEST_0778,182.99861
TEST_0779,116.47183
TEST_0780,229.32079
TEST_0781,177.32169
TEST_0782,22.731594
TEST_0783,31.49897
TEST_0784,142.23393
TEST_0785,21.87801
TEST_0786,97.31003
TEST_0787,169.02718
TEST_0788,101.98157
TEST_0789,14.213517
TEST_0790,146.48773
TEST_0791,167.12111
TEST_0792,32.99431
TEST_0793,31.106598
TEST_0794,160.4194
TEST_0795,79.72076
TEST_0796,47.603596
TEST_0797,121.51252
TEST_0798,6.356185
TEST_0799,253.2972
TEST_0800,88.167114
TEST_0801,44.0219
TEST_0802,28.72639
TEST_0803,166.83293
TEST_0804,4.8928456
TEST_0805,8.465829
TEST_0806,90.19385
TEST_0807,120.003
TEST_0808,86.83829
TEST_0809,160.37071
TEST_0810,80.75423
TEST_0811,145.82655
TEST_0812,152.81882
TEST_0813,59.66554
TEST_0814,72.53783
TEST_0815,47.003654
TEST_0816,10.852502
TEST_0817,96.768616
TEST_0818,60.038624
TEST_0819,68.59567
TEST_0820,8.64853
TEST_0821,147.99464
TEST_0822,109.45274
TEST_0823,46.323734
TEST_0824,68.46726
TEST_0825,150.22517
TEST_0826,77.22338
TEST_0827,99.826965
TEST_0828,44.948395
TEST_0829,16.04085
TEST_0830,114.50809
TEST_0831,177.93114
TEST_0832,10.3668585
TEST_0833,34.602207
TEST_0834,76.36517
TEST_0835,234.39058
TEST_0836,135.0607
TEST_0837,212.49922
TEST_0838,216.08583
TEST_0839,9.854885
TEST_0840,251.22142
TEST_0841,22.232508
TEST_0842,166.60172
TEST_0843,162.79039
TEST_0844,130.20212
TEST_0845,63.744267
TEST_0846,35.616573
TEST_0847,4.463319
TEST_0848,189.03842
TEST_0849,63.749664
TEST_0850,40.98017
TEST_0851,219.58362
TEST_0852,4.7602935
TEST_0853,105.43762
TEST_0854,52.383022
TEST_0855,181.30855
TEST_0856,37.177452
TEST_0857,214.6827
TEST_0858,87.55234
TEST_0859,40.27791
TEST_0860,181.35286
TEST_0861,23.030952
TEST_0862,103.78458
TEST_0863,199.59486
TEST_0864,137.03526
TEST_0865,97.183914
TEST_0866,6.2724547
TEST_0867,66.152885
TEST_0868,64.66689
TEST_0869,138.4728
TEST_0870,178.93442
TEST_0871,151.4505
TEST_0872,135.3331
TEST_0873,166.87405
TEST_0874,196.09595
TEST_0875,82.662964
TEST_0876,52.28834
TEST_0877,26.874493
TEST_0878,185.27419
TEST_0879,48.8938
TEST_0880,116.39516
TEST_0881,121.03668
TEST_0882,48.50002
TEST_0883,125.5478
TEST_0884,89.34748
TEST_0885,62.972256
TEST_0886,49.18532
TEST_0887,85.11251
TEST_0888,8.385447
TEST_0889,220.21054
TEST_0890,99.25393
TEST_0891,166.74532
TEST_0892,100.8261
TEST_0893,51.37527
TEST_0894,176.05507
TEST_0895,157.43199
TEST_0896,97.39273
TEST_0897,145.80113
TEST_0898,57.536575
TEST_0899,49.703552
TEST_0900,148.65808
TEST_0901,91.00666
TEST_0902,4.2351255
TEST_0903,184.47917
TEST_0904,37.332855
TEST_0905,13.766253
TEST_0906,126.08536
TEST_0907,50.877285
TEST_0908,67.63064
TEST_0909,56.607742
TEST_0910,145.9107
TEST_0911,46.014862
TEST_0912,175.73244
TEST_0913,35.154465
TEST_0914,16.301836
TEST_0915,156.72194
TEST_0916,167.88634
TEST_0917,78.89739
TEST_0918,3.0641468
TEST_0919,103.35429
TEST_0920,59.73675
TEST_0921,98.962875
TEST_0922,230.14017
TEST_0923,298.79053
TEST_0924,9.525055
TEST_0925,24.93418
TEST_0926,82.27378
TEST_0927,212.42838
TEST_0928,183.77672
TEST_0929,21.092646
TEST_0930,115.05629
TEST_0931,146.05876
TEST_0932,38.5195
TEST_0933,138.31206
TEST_0934,129.91536
TEST_0935,46.691593
TEST_0936,107.7981
TEST_0937,58.621536
TEST_0938,147.64594
TEST_0939,237.72073
TEST_0940,6.2135296
TEST_0941,211.93799
TEST_0942,17.986671
TEST_0943,30.151161
TEST_0944,110.6318
TEST_0945,224.68909
TEST_0946,156.6096
TEST_0947,56.518143
TEST_0948,77.09851
TEST_0949,118.31004
TEST_0950,94.62697
TEST_0951,111.91418
TEST_0952,14.68297
TEST_0953,228.89311
TEST_0954,159.35553
TEST_0955,53.099716
TEST_0956,105.17351
TEST_0957,8.068414
TEST_0958,154.89885
TEST_0959,5.9786067
TEST_0960,8.70006
TEST_0961,5.326712
TEST_0962,97.71943
TEST_0963,149.39642
TEST_0964,21.30127
TEST_0965,109.74747
TEST_0966,215.8922
TEST_0967,128.76245
TEST_0968,8.681655
TEST_0969,182.61414
TEST_0970,211.19298
TEST_0971,55.150322
TEST_0972,146.2749
TEST_0973,200.23813
TEST_0974,8.984567
TEST_0975,107.32089
TEST_0976,111.619736
TEST_0977,138.44391
TEST_0978,143.16486
TEST_0979,69.037575
TEST_0980,44.83475
TEST_0981,65.42012
TEST_0982,18.659264
TEST_0983,158.34236
TEST_0984,65.87669
TEST_0985,12.102984
TEST_0986,186.83345
TEST_0987,93.83389
TEST_0988,64.28602
TEST_0989,130.35417
TEST_0990,30.698067
TEST_0991,192.04982
TEST_0992,183.75974
TEST_0993,11.862419
TEST_0994,43.366684
TEST_0995,74.07059
TEST_0996,53.33624
TEST_0997,69.066444
TEST_0998,173.606
TEST_0999,20.466305
TEST_1000,53.711243
TEST_1001,45.21959
TEST_1002,49.686203
TEST_1003,15.629648
TEST_1004,38.842983
TEST_1005,17.9256
TEST_1006,141.98448
TEST_1007,41.35207
TEST_1008,110.8951
TEST_1009,71.80931
TEST_1010,34.095413
TEST_1011,26.498447
TEST_1012,49.030575
TEST_1013,167.62616
TEST_1014,51.58324
TEST_1015,145.47044
TEST_1016,90.99487
TEST_1017,174.72113
TEST_1018,28.442804
TEST_1019,104.02707
TEST_1020,163.2272
TEST_1021,81.57666
TEST_1022,144.29298
TEST_1023,32.701786
TEST_1024,188.30138
TEST_1025,220.13498
TEST_1026,9.518978
TEST_1027,35.051147
TEST_1028,66.65287
TEST_1029,216.86119
TEST_1030,169.58792
TEST_1031,132.88048
TEST_1032,85.761696
TEST_1033,179.65552
TEST_1034,96.06494
TEST_1035,46.547325
TEST_1036,141.4916
TEST_1037,90.31076
TEST_1038,125.8756
TEST_1039,162.845
TEST_1040,115.213974
TEST_1041,176.86095
TEST_1042,248.87627
TEST_1043,114.431885
TEST_1044,237.8311
TEST_1045,146.61963
TEST_1046,6.047959
TEST_1047,55.675232
TEST_1048,20.257233
TEST_1049,170.80121
TEST_1050,14.555989
TEST_1051,16.434843
TEST_1052,89.54734
TEST_1053,63.658154
TEST_1054,98.26058
TEST_1055,65.138855
TEST_1056,106.27448
TEST_1057,127.64333
TEST_1058,65.04315
TEST_1059,50.584843
TEST_1060,10.14527
TEST_1061,38.61894
TEST_1062,3.7755177
TEST_1063,11.24525
TEST_1064,80.51169
TEST_1065,6.096846
TEST_1066,169.82556
TEST_1067,44.905266
TEST_1068,71.673935
TEST_1069,23.499546
TEST_1070,132.86009
TEST_1071,13.597417
TEST_1072,63.16062
TEST_1073,85.13137
TEST_1074,181.61264
TEST_1075,64.39189
TEST_1076,8.381723
TEST_1077,87.08556
TEST_1078,45.72287
TEST_1079,31.319105
TEST_1080,173.65944
TEST_1081,129.88597
TEST_1082,61.466366
TEST_1083,137.30817
TEST_1084,16.450962
TEST_1085,52.105133
TEST_1086,127.41917
TEST_1087,18.311453
TEST_1088,188.14436
TEST_1089,132.66103
TEST_1090,236.27538
TEST_1091,7.535246
TEST_1092,103.64664
TEST_1093,89.79717
TEST_1094,117.629715
TEST_1095,143.75513
TEST_1096,10.876416
TEST_1097,96.766685
TEST_1098,28.448141
TEST_1099,45.6811
TEST_1100,67.235115
TEST_1101,74.76292
TEST_1102,31.549189
TEST_1103,170.16885
TEST_1104,148.57385
TEST_1105,29.609446
TEST_1106,67.90325
TEST_1107,209.40817
TEST_1108,165.29285
TEST_1109,141.07254
TEST_1110,89.64226
TEST_1111,162.51593
TEST_1112,88.83217
TEST_1113,65.87323
TEST_1114,130.76837
TEST_1115,98.37299
TEST_1116,131.68419
TEST_1117,186.50555
TEST_1118,141.52377
TEST_1119,117.63221
TEST_1120,63.9116
TEST_1121,39.51491
TEST_1122,90.13296
TEST_1123,112.49492
TEST_1124,154.75153
TEST_1125,209.24745
TEST_1126,167.6554
TEST_1127,43.22885
TEST_1128,13.569315
TEST_1129,97.162125
TEST_1130,31.31668
TEST_1131,84.13185
TEST_1132,128.15637
TEST_1133,161.5609
TEST_1134,71.43318
TEST_1135,35.145332
TEST_1136,279.6803
TEST_1137,222.05093
TEST_1138,150.95746
TEST_1139,79.03589
TEST_1140,34.343014
TEST_1141,152.8574
TEST_1142,143.2105
TEST_1143,232.04898
TEST_1144,8.886841
TEST_1145,21.923182
TEST_1146,9.767548
TEST_1147,162.87488
TEST_1148,185.20274
TEST_1149,33.87407
TEST_1150,166.58939
TEST_1151,136.87253
TEST_1152,10.718893
TEST_1153,83.20564
TEST_1154,59.180656
TEST_1155,15.203576
TEST_1156,192.35217
TEST_1157,111.613396
TEST_1158,130.86354
TEST_1159,143.88602
TEST_1160,60.02866
TEST_1161,169.54645
