ID,Book-Rating
TEST_000561,5
TEST_000562,5
TEST_000563,4
TEST_000564,5
TEST_000565,5
TEST_000566,5
TEST_000567,5
TEST_000568,5
TEST_000569,4
TEST_000570,5
TEST_000571,4
TEST_000572,5
TEST_000573,4
TEST_000574,5
TEST_000575,4
TEST_000576,5
TEST_000577,4
TEST_000578,4
TEST_000579,4
TEST_000580,4
TEST_000581,5
TEST_000582,5
TEST_000583,5
TEST_000584,5
TEST_000585,4
TEST_000586,4
TEST_000587,4
TEST_000588,4
TEST_000589,2
TEST_000590,2
TEST_000591,2
TEST_000592,2
TEST_000593,2
TEST_000594,2
TEST_000595,2
TEST_000596,2
TEST_000597,2
TEST_000598,2
TEST_000599,2
TEST_000600,4
TEST_000601,6
TEST_000602,6
TEST_000603,6
TEST_000604,6
TEST_000605,6
TEST_000606,6
TEST_000607,6
TEST_000608,6
TEST_000609,6
TEST_000610,6
TEST_000611,6
TEST_000612,6
TEST_000613,6
TEST_000614,6
TEST_000615,6
TEST_000616,6
TEST_000617,6
TEST_000618,6
TEST_000619,4
TEST_000620,5
TEST_000621,5
TEST_000622,5
TEST_000623,5
TEST_000624,5
TEST_000625,5
TEST_000626,5
TEST_000627,5
TEST_000628,4
TEST_000629,4
TEST_000630,4
TEST_000631,4
TEST_000632,4
TEST_000633,4
TEST_000634,3
TEST_000635,3
TEST_000636,4
TEST_000637,4
TEST_000638,4
TEST_000639,4
TEST_000640,4
TEST_000641,4
TEST_000642,4
TEST_000643,4
TEST_000644,2
TEST_000645,5
TEST_000646,4
TEST_000647,4
TEST_000648,2
TEST_000649,6
TEST_000650,5
TEST_000651,5
TEST_000652,5
TEST_000653,4
TEST_000654,5
TEST_000655,3
TEST_000656,4
TEST_000657,3
TEST_000658,2
TEST_000659,3
TEST_000660,2
TEST_000661,2
TEST_000662,2
TEST_000663,3
TEST_000664,2
TEST_000665,3
TEST_000666,2
TEST_000667,3
TEST_000668,2
TEST_000669,2
TEST_000670,3
TEST_000671,3
TEST_000672,2
TEST_000673,2
TEST_000674,3
TEST_000675,3
TEST_000676,3
TEST_000677,2
TEST_000678,3
TEST_000679,3
TEST_000680,3
TEST_000681,3
TEST_000682,3
TEST_000683,2
TEST_000684,2
TEST_000685,3
TEST_000686,3
TEST_000687,3
TEST_000688,2
TEST_000689,3
TEST_000690,2
TEST_000691,3
TEST_000692,3
TEST_000693,2
TEST_000694,3
TEST_000695,3
TEST_000696,2
TEST_000697,2
TEST_000698,3
TEST_000699,3
TEST_000700,3
TEST_000701,3
TEST_000702,2
TEST_000703,3
TEST_000704,3
TEST_000705,3
TEST_000706,3
TEST_000707,3
TEST_000708,2
TEST_000709,3
TEST_000710,2
TEST_000711,2
TEST_000712,3
TEST_000713,2
TEST_000714,3
TEST_000715,3
TEST_000716,3
TEST_000717,4
TEST_000718,4
TEST_000719,6
TEST_000720,6
TEST_000721,4
TEST_000722,1
TEST_000723,1
TEST_000724,1
TEST_000725,1
TEST_000726,1
TEST_000727,1
TEST_000728,1
TEST_000729,4
TEST_000730,4
TEST_000731,4
TEST_000732,3
TEST_000733,4
TEST_000734,4
TEST_000735,4
TEST_000736,4
TEST_000737,2
TEST_000738,2
TEST_000739,1
TEST_000740,1
TEST_000741,2
TEST_000742,2
TEST_000743,2
TEST_000744,2
TEST_000745,2
TEST_000746,2
TEST_000747,2
TEST_000748,2
TEST_000749,1
TEST_000750,1
TEST_000751,1
TEST_000752,2
TEST_000753,2
TEST_000754,1
TEST_000755,2
TEST_000756,2
TEST_000757,2
TEST_000758,1
TEST_000759,1
TEST_000760,2
TEST_000761,2
TEST_000762,2
TEST_000763,2
TEST_000764,2
TEST_000765,1
TEST_000766,1
TEST_000767,2
TEST_000768,2
TEST_000769,2
TEST_000770,1
TEST_000771,2
TEST_000772,2
TEST_000773,2
TEST_000774,2
TEST_000775,2
TEST_000776,1
TEST_000777,1
TEST_000778,1
TEST_000779,1
TEST_000780,1
TEST_000781,2
TEST_000782,2
TEST_000783,2
TEST_000784,1
TEST_000785,2
TEST_000786,2
TEST_000787,2
TEST_000788,2
TEST_000789,2
TEST_000790,2
TEST_000791,2
TEST_000792,2
TEST_000793,2
TEST_000794,2
TEST_000795,1
TEST_000796,1
TEST_000797,2
TEST_000798,2
TEST_000799,2
TEST_000800,2
TEST_000801,2
TEST_000802,2
TEST_000803,2
TEST_000804,2
TEST_000805,2
TEST_000806,2
TEST_000807,2
TEST_000808,2
TEST_000809,2
TEST_000810,2
TEST_000811,1
TEST_000812,2
TEST_000813,2
TEST_000814,2
TEST_000815,2
TEST_000816,2
TEST_000817,2
TEST_000818,1
TEST_000819,2
TEST_000820,2
TEST_000821,2
TEST_000822,1
TEST_000823,2
TEST_000824,2
TEST_000825,2
TEST_000826,2
TEST_000827,2
TEST_000828,2
TEST_000829,2
TEST_000830,1
TEST_000831,2
TEST_000832,2
TEST_000833,1
TEST_000834,2
TEST_000835,1
TEST_000836,2
TEST_000837,3
TEST_000838,2
TEST_000839,1
TEST_000840,2
TEST_000841,2
TEST_000842,2
TEST_000843,2
TEST_000844,2
TEST_000845,2
TEST_000846,2
TEST_000847,1
TEST_000848,2
TEST_000849,1
TEST_000850,1
TEST_000851,1
TEST_000852,2
TEST_000853,1
TEST_000854,1
TEST_000855,2
TEST_000856,1
TEST_000857,2
TEST_000858,2
TEST_000859,2
TEST_000860,2
TEST_000861,1
TEST_000862,3
TEST_000863,1
TEST_000864,2
TEST_000865,2
TEST_000866,1
TEST_000867,1
TEST_000868,2
TEST_000869,2
TEST_000870,1
TEST_000871,1
TEST_000872,2
TEST_000873,2
TEST_000874,1
TEST_000875,1
TEST_000876,2
TEST_000877,2
TEST_000878,1
TEST_000879,2
TEST_000880,2
TEST_000881,3
TEST_000882,2
TEST_000883,2
TEST_000884,2
TEST_000885,2
TEST_000886,2
TEST_000887,2
TEST_000888,1
TEST_000889,2
TEST_000890,2
TEST_000891,2
TEST_000892,2
TEST_000893,2
TEST_000894,2
TEST_000895,2
TEST_000896,2
TEST_000897,2
TEST_000898,2
TEST_000899,1
TEST_000900,2
TEST_000901,2
TEST_000902,1
TEST_000903,2
TEST_000904,2
TEST_000905,2
TEST_000906,2
TEST_000907,2
TEST_000908,1
TEST_000909,1
TEST_000910,2
TEST_000911,2
TEST_000912,2
TEST_000913,2
TEST_000914,2
TEST_000915,2
TEST_000916,1
TEST_000917,2
TEST_000918,2
TEST_000919,2
TEST_000920,2
TEST_000921,2
TEST_000922,2
TEST_000923,2
TEST_000924,1
TEST_000925,2
TEST_000926,2
TEST_000927,1
TEST_000928,2
TEST_000929,2
TEST_000930,1
TEST_000931,1
TEST_000932,2
TEST_000933,2
TEST_000934,2
TEST_000935,1
TEST_000936,2
TEST_000937,1
TEST_000938,2
TEST_000939,1
TEST_000940,2
TEST_000941,2
TEST_000942,2
TEST_000943,2
TEST_000944,2
TEST_000945,2
TEST_000946,1
TEST_000947,1
TEST_000948,2
TEST_000949,2
TEST_000950,1
TEST_000951,2
TEST_000952,1
TEST_000953,1
TEST_000954,2
TEST_000955,1
TEST_000956,2
TEST_000957,2
TEST_000958,1
TEST_000959,2
TEST_000960,2
TEST_000961,3
TEST_000962,1
TEST_000963,2
TEST_000964,2
TEST_000965,2
TEST_000966,1
TEST_000967,2
TEST_000968,2
TEST_000969,1
TEST_000970,2
TEST_000971,2
TEST_000972,2
TEST_000973,2
TEST_000974,3
TEST_000975,2
TEST_000976,1
TEST_000977,2
TEST_000978,2
TEST_000979,2
TEST_000980,2
TEST_000981,2
TEST_000982,1
TEST_000983,1
TEST_000984,2
TEST_000985,2
TEST_000986,2
TEST_000987,2
TEST_000988,1
TEST_000989,2
TEST_000990,2
TEST_000991,2
TEST_000992,2
TEST_000993,2
TEST_000994,1
TEST_000995,2
TEST_000996,2
TEST_000997,2
TEST_000998,2
TEST_000999,2
TEST_001000,1
TEST_001001,2
TEST_001002,1
TEST_001003,2
TEST_001004,3
TEST_001005,2
TEST_001006,2
TEST_001007,2
TEST_001008,2
TEST_001009,2
TEST_001010,2
TEST_001011,2
TEST_001012,1
TEST_001013,2
TEST_001014,2
TEST_001015,2
TEST_001016,1
TEST_001017,1
TEST_001018,2
TEST_001019,1
TEST_001020,2
TEST_001021,2
TEST_001022,2
TEST_001023,2
TEST_001024,1
TEST_001025,2
TEST_001026,2
TEST_001027,1
TEST_001028,2
TEST_001029,2
TEST_001030,2
TEST_001031,2
TEST_001032,2
TEST_001033,1
TEST_001034,2
TEST_001035,2
TEST_001036,2
TEST_001037,2
TEST_001038,2
TEST_001039,2
TEST_001040,2
TEST_001041,1
TEST_001042,2
TEST_001043,1
TEST_001044,2
TEST_001045,2
TEST_001046,2
TEST_001047,1
TEST_001048,2
TEST_001049,2
TEST_001050,2
TEST_001051,2
TEST_001052,2
TEST_001053,1
TEST_001054,1
TEST_001055,2
TEST_001056,2
TEST_001057,1
TEST_001058,3
TEST_001059,2
TEST_001060,2
TEST_001061,3
TEST_001062,1
TEST_001063,2
TEST_001064,2
TEST_001065,2
TEST_001066,2
TEST_001067,2
TEST_001068,2
TEST_001069,1
TEST_001070,2
TEST_001071,1
TEST_001072,1
TEST_001073,2
TEST_001074,2
TEST_001075,2
TEST_001076,1
TEST_001077,2
TEST_001078,1
TEST_001079,2
TEST_001080,2
TEST_001081,3
TEST_001082,2
TEST_001083,2
TEST_001084,1
TEST_001085,2
TEST_001086,2
TEST_001087,2
TEST_001088,3
TEST_001089,2
TEST_001090,1
TEST_001091,2
TEST_001092,2
TEST_001093,2
TEST_001094,2
TEST_001095,2
TEST_001096,2
TEST_001097,2
TEST_001098,1
TEST_001099,1
TEST_001100,2
TEST_001101,1
TEST_001102,2
TEST_001103,2
TEST_001104,2
TEST_001105,2
TEST_001106,1
TEST_001107,2
TEST_001108,1
TEST_001109,2
TEST_001110,2
TEST_001111,2
TEST_001112,2
TEST_001113,1
TEST_001114,1
TEST_001115,2
TEST_001116,2
TEST_001117,1
TEST_001118,2
TEST_001119,1
TEST_001120,2
TEST_001121,2
TEST_001122,2
TEST_001123,2
TEST_001124,2
TEST_001125,1
TEST_001126,2
TEST_001127,2
TEST_001128,3
TEST_001129,2
TEST_001130,2
TEST_001131,2
TEST_001132,2
TEST_001133,2
TEST_001134,2
TEST_001135,2
TEST_001136,1
TEST_001137,2
TEST_001138,1
TEST_001139,2
TEST_001140,2
TEST_001141,2
TEST_001142,2
TEST_001143,1
TEST_001144,2
TEST_001145,1
TEST_001146,2
TEST_001147,1
TEST_001148,1
TEST_001149,2
TEST_001150,2
TEST_001151,1
TEST_001152,2
TEST_001153,2
TEST_001154,2
TEST_001155,2
TEST_001156,2
TEST_001157,2
TEST_001158,1
TEST_001159,1
TEST_001160,2
TEST_001161,2
TEST_001162,2
TEST_001163,2
TEST_001164,1
TEST_001165,2
TEST_001166,2
TEST_001167,2
TEST_001168,2
TEST_001169,2
TEST_001170,2
TEST_001171,2
TEST_001172,2
TEST_001173,2
TEST_001174,2
TEST_001175,2
TEST_001176,2
TEST_001177,1
TEST_001178,1
TEST_001179,2
TEST_001180,1
TEST_001181,2
TEST_001182,2
TEST_001183,2
TEST_001184,2
TEST_001185,1
TEST_001186,1
TEST_001187,2
TEST_001188,2
TEST_001189,2
TEST_001190,3
TEST_001191,3
TEST_001192,2
TEST_001193,1
TEST_001194,2
TEST_001195,2
TEST_001196,2
TEST_001197,1
TEST_001198,2
TEST_001199,2
TEST_001200,2
TEST_001201,2
TEST_001202,2
TEST_001203,2
TEST_001204,1
TEST_001205,1
TEST_001206,2
TEST_001207,1
TEST_001208,1
TEST_001209,2
TEST_001210,2
TEST_001211,2
TEST_001212,2
TEST_001213,2
TEST_001214,2
TEST_001215,2
TEST_001216,1
TEST_001217,1
TEST_001218,2
TEST_001219,2
TEST_001220,2
TEST_001221,1
TEST_001222,2
TEST_001223,2
TEST_001224,2
TEST_001225,2
TEST_001226,2
TEST_001227,2
TEST_001228,2
TEST_001229,1
TEST_001230,2
TEST_001231,1
TEST_001232,2
TEST_001233,2
TEST_001234,2
TEST_001235,1
TEST_001236,2
TEST_001237,1
TEST_001238,2
TEST_001239,2
TEST_001240,2
TEST_001241,3
TEST_001242,2
TEST_001243,2
TEST_001244,2
TEST_001245,2
TEST_001246,2
TEST_001247,2
TEST_001248,2
TEST_001249,2
TEST_001250,2
TEST_001251,2
TEST_001252,2
TEST_001253,1
TEST_001254,2
TEST_001255,2
TEST_001256,2
TEST_001257,1
TEST_001258,2
TEST_001259,2
TEST_001260,1
TEST_001261,1
TEST_001262,2
TEST_001263,2
TEST_001264,2
TEST_001265,2
TEST_001266,2
TEST_001267,2
TEST_001268,2
TEST_001269,2
TEST_001270,1
TEST_001271,2
TEST_001272,2
TEST_001273,3
TEST_001274,2
TEST_001275,2
TEST_001276,2
TEST_001277,2
TEST_001278,2
TEST_001279,2
TEST_001280,1
TEST_001281,1
TEST_001282,2
TEST_001283,2
TEST_001284,2
TEST_001285,1
TEST_001286,2
TEST_001287,2
TEST_001288,2
TEST_001289,2
TEST_001290,2
TEST_001291,1
TEST_001292,1
TEST_001293,2
TEST_001294,1
TEST_001295,1
TEST_001296,2
TEST_001297,1
TEST_001298,2
TEST_001299,1
TEST_001300,2
TEST_001301,2
TEST_001302,2
TEST_001303,2
TEST_001304,1
TEST_001305,1
TEST_001306,1
TEST_001307,2
TEST_001308,2
TEST_001309,2
TEST_001310,2
TEST_001311,2
TEST_001312,2
TEST_001313,3
TEST_001314,2
TEST_001315,2
TEST_001316,2
TEST_001317,1
TEST_001318,2
TEST_001319,2
TEST_001320,1
TEST_001321,1
TEST_001322,1
TEST_001323,2
TEST_001324,1
TEST_001325,2
TEST_001326,2
TEST_001327,2
TEST_001328,2
TEST_001329,2
TEST_001330,2
TEST_001331,1
TEST_001332,2
TEST_001333,2
TEST_001334,2
TEST_001335,1
TEST_001336,2
TEST_001337,2
TEST_001338,2
TEST_001339,2
TEST_001340,1
TEST_001341,1
TEST_001342,2
TEST_001343,3
TEST_001344,2
TEST_001345,2
TEST_001346,2
TEST_001347,2
TEST_001348,2
TEST_001349,2
TEST_001350,2
TEST_001351,2
TEST_001352,1
TEST_001353,3
TEST_001354,1
TEST_001355,3
TEST_001356,2
TEST_001357,2
TEST_001358,1
TEST_001359,2
TEST_001360,2
TEST_001361,2
TEST_001362,1
TEST_001363,2
TEST_001364,1
TEST_001365,2
TEST_001366,2
TEST_001367,1
TEST_001368,1
TEST_001369,2
TEST_001370,2
TEST_001371,2
TEST_001372,1
TEST_001373,2
TEST_001374,2
TEST_001375,2
TEST_001376,2
TEST_001377,2
TEST_001378,2
TEST_001379,2
TEST_001380,2
TEST_001381,1
TEST_001382,2
TEST_001383,2
TEST_001384,2
TEST_001385,2
TEST_001386,1
TEST_001387,2
TEST_001388,1
TEST_001389,2
TEST_001390,2
TEST_001391,2
TEST_001392,2
TEST_001393,1
TEST_001394,1
TEST_001395,2
TEST_001396,2
TEST_001397,1
TEST_001398,2
TEST_001399,2
TEST_001400,2
TEST_001401,2
TEST_001402,2
TEST_001403,1
TEST_001404,2
TEST_001405,2
TEST_001406,2
TEST_001407,2
TEST_001408,2
TEST_001409,3
TEST_001410,2
TEST_001411,2
TEST_001412,1
TEST_001413,2
TEST_001414,2
TEST_001415,3
TEST_001416,2
TEST_001417,1
TEST_001418,2
TEST_001419,2
TEST_001420,2
TEST_001421,2
TEST_001422,2
TEST_001423,2
TEST_001424,2
TEST_001425,2
TEST_001426,2
TEST_001427,1
TEST_001428,2
TEST_001429,2
TEST_001430,1
TEST_001431,2
TEST_001432,2
TEST_001433,2
TEST_001434,1
TEST_001435,2
TEST_001436,2
TEST_001437,2
TEST_001438,2
TEST_001439,1
TEST_001440,1
TEST_001441,2
TEST_001442,2
TEST_001443,2
TEST_001444,2
TEST_001445,2
TEST_001446,2
TEST_001447,1
TEST_001448,1
TEST_001449,2
TEST_001450,1
TEST_001451,2
TEST_001452,2
TEST_001453,1
TEST_001454,2
TEST_001455,2
TEST_001456,2
TEST_001457,1
TEST_001458,2
TEST_001459,2
TEST_001460,2
TEST_001461,2
TEST_001462,2
TEST_001463,2
TEST_001464,1
TEST_001465,2
TEST_001466,2
TEST_001467,2
TEST_001468,2
TEST_001469,2
TEST_001470,2
TEST_001471,2
TEST_001472,2
TEST_001473,2
TEST_001474,2
TEST_001475,2
TEST_001476,2
TEST_001477,2
TEST_001478,2
TEST_001479,1
TEST_001480,2
TEST_001481,1
TEST_001482,2
TEST_001483,2
TEST_001484,2
TEST_001485,2
TEST_001486,1
TEST_001487,2
TEST_001488,1
TEST_001489,2
TEST_001490,2
TEST_001491,2
TEST_001492,2
TEST_001493,1
TEST_001494,2
TEST_001495,1
TEST_001496,1
TEST_001497,1
TEST_001498,2
TEST_001499,2
TEST_001500,2
TEST_001501,2
TEST_001502,2
TEST_001503,3
TEST_001504,2
TEST_001505,1
TEST_001506,2
TEST_001507,2
TEST_001508,1
TEST_001509,2
TEST_001510,1
TEST_001511,2
TEST_001512,1
TEST_001513,2
TEST_001514,2
TEST_001515,2
TEST_001516,2
TEST_001517,1
TEST_001518,1
TEST_001519,2
TEST_001520,2
TEST_001521,2
TEST_001522,2
TEST_001523,2
TEST_001524,1
TEST_001525,2
TEST_001526,2
TEST_001527,2
TEST_001528,2
TEST_001529,2
TEST_001530,2
TEST_001531,2
TEST_001532,2
TEST_001533,1
TEST_001534,2
TEST_001535,3
TEST_001536,2
TEST_001537,1
TEST_001538,1
TEST_001539,1
TEST_001540,2
TEST_001541,3
TEST_001542,1
TEST_001543,2
TEST_001544,2
TEST_001545,2
TEST_001546,1
TEST_001547,1
TEST_001548,2
TEST_001549,2
TEST_001550,1
TEST_001551,2
TEST_001552,2
