,연도,일시,측정소,PM2.5
61,4,01-05 13:00,공주,0.09552975
62,4,01-05 14:00,공주,0.09139855
63,4,01-05 15:00,공주,0.08895617
64,4,01-05 16:00,공주,0.0890217
65,4,01-05 17:00,공주,0.093400106
66,4,01-05 18:00,공주,0.09744068
67,4,01-05 19:00,공주,0.0997314
68,4,01-05 20:00,공주,0.10043556
69,4,01-05 21:00,공주,0.10186883
70,4,01-05 22:00,공주,0.10355222
71,4,01-05 23:00,공주,0.10642982
72,4,01-08 00:00,공주,0.11117891
73,4,01-08 01:00,공주,0.111044705
74,4,01-08 02:00,공주,0.110045485
75,4,01-08 03:00,공주,0.111146286
76,4,01-08 04:00,공주,0.11046817
77,4,01-08 05:00,공주,0.110789046
78,4,01-08 06:00,공주,0.11419958
79,4,01-08 07:00,공주,0.12106949
80,4,01-08 08:00,공주,0.12785566
81,4,01-08 09:00,공주,0.13029346
82,4,01-08 10:00,공주,0.12320529
83,4,01-08 11:00,공주,0.11370443
84,4,01-08 12:00,공주,0.10128508
85,4,01-08 13:00,공주,0.09552975
86,4,01-08 14:00,공주,0.09139855
87,4,01-08 15:00,공주,0.08895617
88,4,01-08 16:00,공주,0.0890217
89,4,01-08 17:00,공주,0.093400106
90,4,01-08 18:00,공주,0.09744068
91,4,01-08 19:00,공주,0.0997314
92,4,01-08 20:00,공주,0.10043556
93,4,01-08 21:00,공주,0.10186883
94,4,01-08 22:00,공주,0.10355222
95,4,01-08 23:00,공주,0.10642982
96,4,01-09 00:00,공주,0.11117891
97,4,01-09 01:00,공주,0.111044705
98,4,01-09 02:00,공주,0.110045485
99,4,01-09 03:00,공주,0.111146286
100,4,01-09 04:00,공주,0.11046817
101,4,01-09 05:00,공주,0.110789046
102,4,01-09 06:00,공주,0.11419958
103,4,01-09 07:00,공주,0.12106949
104,4,01-09 08:00,공주,0.12785566
105,4,01-09 09:00,공주,0.13029346
106,4,01-09 10:00,공주,0.12320529
107,4,01-09 11:00,공주,0.11370443
108,4,01-09 12:00,공주,0.10128508
109,4,01-09 13:00,공주,0.09552975
110,4,01-09 14:00,공주,0.09139855
111,4,01-09 15:00,공주,0.08895617
112,4,01-09 16:00,공주,0.0890217
113,4,01-09 17:00,공주,0.093400106
114,4,01-09 18:00,공주,0.09744068
115,4,01-09 19:00,공주,0.0997314
116,4,01-09 20:00,공주,0.10043556
117,4,01-09 21:00,공주,0.10186883
118,4,01-09 22:00,공주,0.10355222
119,4,01-09 23:00,공주,0.10642982
120,4,01-10 00:00,공주,0.11117891
121,4,01-10 01:00,공주,0.111044705
122,4,01-10 02:00,공주,0.110045485
123,4,01-10 03:00,공주,0.111146286
124,4,01-10 04:00,공주,0.11046817
125,4,01-10 05:00,공주,0.110789046
126,4,01-10 06:00,공주,0.11419958
127,4,01-10 07:00,공주,0.12106949
128,4,01-10 08:00,공주,0.12785566
129,4,01-10 09:00,공주,0.13029346
130,4,01-10 10:00,공주,0.12320529
131,4,01-10 11:00,공주,0.11370443
132,4,01-10 12:00,공주,0.10128508
133,4,01-10 13:00,공주,0.09552975
134,4,01-10 14:00,공주,0.09139855
135,4,01-10 15:00,공주,0.08895617
136,4,01-10 16:00,공주,0.0890217
137,4,01-10 17:00,공주,0.093400106
138,4,01-10 18:00,공주,0.09744068
139,4,01-10 19:00,공주,0.0997314
140,4,01-10 20:00,공주,0.10043556
141,4,01-10 21:00,공주,0.10186883
142,4,01-10 22:00,공주,0.10355222
143,4,01-10 23:00,공주,0.10642982
144,4,01-13 00:00,공주,0.11117891
145,4,01-13 01:00,공주,0.111044705
146,4,01-13 02:00,공주,0.110045485
147,4,01-13 03:00,공주,0.111146286
148,4,01-13 04:00,공주,0.11046817
149,4,01-13 05:00,공주,0.110789046
150,4,01-13 06:00,공주,0.11419958
151,4,01-13 07:00,공주,0.12106949
152,4,01-13 08:00,공주,0.12785566
153,4,01-13 09:00,공주,0.13029346
154,4,01-13 10:00,공주,0.12320529
155,4,01-13 11:00,공주,0.11370443
156,4,01-13 12:00,공주,0.10128508
157,4,01-13 13:00,공주,0.09552975
158,4,01-13 14:00,공주,0.09139855
159,4,01-13 15:00,공주,0.08895617
160,4,01-13 16:00,공주,0.0890217
161,4,01-13 17:00,공주,0.093400106
162,4,01-13 18:00,공주,0.09744068
163,4,01-13 19:00,공주,0.0997314
164,4,01-13 20:00,공주,0.10043556
165,4,01-13 21:00,공주,0.10186883
166,4,01-13 22:00,공주,0.10355222
167,4,01-13 23:00,공주,0.10642982
168,4,01-14 00:00,공주,0.11117891
169,4,01-14 01:00,공주,0.111044705
170,4,01-14 02:00,공주,0.110045485
171,4,01-14 03:00,공주,0.111146286
172,4,01-14 04:00,공주,0.11046817
173,4,01-14 05:00,공주,0.110789046
174,4,01-14 06:00,공주,0.11419958
175,4,01-14 07:00,공주,0.12106949
176,4,01-14 08:00,공주,0.12785566
177,4,01-14 09:00,공주,0.13029346
178,4,01-14 10:00,공주,0.12320529
179,4,01-14 11:00,공주,0.11370443
180,4,01-14 12:00,공주,0.10128508
181,4,01-14 13:00,공주,0.09552975
182,4,01-14 14:00,공주,0.09139855
183,4,01-14 15:00,공주,0.08895617
184,4,01-14 16:00,공주,0.0890217
185,4,01-14 17:00,공주,0.093400106
186,4,01-14 18:00,공주,0.09744068
187,4,01-14 19:00,공주,0.0997314
188,4,01-14 20:00,공주,0.10043556
189,4,01-14 21:00,공주,0.10186883
190,4,01-14 22:00,공주,0.10355222
191,4,01-14 23:00,공주,0.10642982
192,4,01-15 00:00,공주,0.11117891
193,4,01-15 01:00,공주,0.111044705
194,4,01-15 02:00,공주,0.110045485
195,4,01-15 03:00,공주,0.111146286
196,4,01-15 04:00,공주,0.11046817
197,4,01-15 05:00,공주,0.110789046
198,4,01-15 06:00,공주,0.11419958
199,4,01-15 07:00,공주,0.12106949
200,4,01-15 08:00,공주,0.12785566
201,4,01-15 09:00,공주,0.13029346
202,4,01-15 10:00,공주,0.12320529
203,4,01-15 11:00,공주,0.11370443
204,4,01-15 12:00,공주,0.10128508
205,4,01-15 13:00,공주,0.09552975
206,4,01-15 14:00,공주,0.09139855
207,4,01-15 15:00,공주,0.08895617
208,4,01-15 16:00,공주,0.0890217
209,4,01-15 17:00,공주,0.093400106
210,4,01-15 18:00,공주,0.09744068
211,4,01-15 19:00,공주,0.0997314
212,4,01-15 20:00,공주,0.10043556
213,4,01-15 21:00,공주,0.10186883
214,4,01-15 22:00,공주,0.10355222
215,4,01-15 23:00,공주,0.10642982
216,4,01-18 00:00,공주,0.11117891
217,4,01-18 01:00,공주,0.111044705
218,4,01-18 02:00,공주,0.110045485
219,4,01-18 03:00,공주,0.111146286
220,4,01-18 04:00,공주,0.11046817
221,4,01-18 05:00,공주,0.110789046
222,4,01-18 06:00,공주,0.11419958
223,4,01-18 07:00,공주,0.12106949
224,4,01-18 08:00,공주,0.12785566
225,4,01-18 09:00,공주,0.13029346
226,4,01-18 10:00,공주,0.12320529
227,4,01-18 11:00,공주,0.11370443
228,4,01-18 12:00,공주,0.10128508
229,4,01-18 13:00,공주,0.09552975
230,4,01-18 14:00,공주,0.09139855
231,4,01-18 15:00,공주,0.08895617
232,4,01-18 16:00,공주,0.0890217
233,4,01-18 17:00,공주,0.093400106
234,4,01-18 18:00,공주,0.09744068
235,4,01-18 19:00,공주,0.0997314
236,4,01-18 20:00,공주,0.10043556
237,4,01-18 21:00,공주,0.10186883
238,4,01-18 22:00,공주,0.10355222
239,4,01-18 23:00,공주,0.10642982
240,4,01-19 00:00,공주,0.11117891
241,4,01-19 01:00,공주,0.111044705
242,4,01-19 02:00,공주,0.110045485
243,4,01-19 03:00,공주,0.111146286
244,4,01-19 04:00,공주,0.11046817
245,4,01-19 05:00,공주,0.110789046
246,4,01-19 06:00,공주,0.11419958
247,4,01-19 07:00,공주,0.12106949
248,4,01-19 08:00,공주,0.12785566
249,4,01-19 09:00,공주,0.13029346
250,4,01-19 10:00,공주,0.12320529
251,4,01-19 11:00,공주,0.11370443
252,4,01-19 12:00,공주,0.10128508
253,4,01-19 13:00,공주,0.09552975
254,4,01-19 14:00,공주,0.09139855
255,4,01-19 15:00,공주,0.08895617
256,4,01-19 16:00,공주,0.0890217
257,4,01-19 17:00,공주,0.093400106
258,4,01-19 18:00,공주,0.09744068
259,4,01-19 19:00,공주,0.0997314
260,4,01-19 20:00,공주,0.10043556
261,4,01-19 21:00,공주,0.10186883
262,4,01-19 22:00,공주,0.10355222
263,4,01-19 23:00,공주,0.10642982
264,4,01-20 00:00,공주,0.11117891
265,4,01-20 01:00,공주,0.111044705
266,4,01-20 02:00,공주,0.110045485
267,4,01-20 03:00,공주,0.111146286
268,4,01-20 04:00,공주,0.11046817
269,4,01-20 05:00,공주,0.110789046
270,4,01-20 06:00,공주,0.11419958
271,4,01-20 07:00,공주,0.12106949
272,4,01-20 08:00,공주,0.12785566
273,4,01-20 09:00,공주,0.13029346
274,4,01-20 10:00,공주,0.12320529
275,4,01-20 11:00,공주,0.11370443
276,4,01-20 12:00,공주,0.10128508
277,4,01-20 13:00,공주,0.09552975
278,4,01-20 14:00,공주,0.09139855
279,4,01-20 15:00,공주,0.08895617
280,4,01-20 16:00,공주,0.0890217
281,4,01-20 17:00,공주,0.093400106
282,4,01-20 18:00,공주,0.09744068
283,4,01-20 19:00,공주,0.0997314
284,4,01-20 20:00,공주,0.10043556
285,4,01-20 21:00,공주,0.10186883
286,4,01-20 22:00,공주,0.10355222
287,4,01-20 23:00,공주,0.10642982
288,4,01-23 00:00,공주,0.11117891
289,4,01-23 01:00,공주,0.111044705
290,4,01-23 02:00,공주,0.110045485
291,4,01-23 03:00,공주,0.111146286
292,4,01-23 04:00,공주,0.11046817
293,4,01-23 05:00,공주,0.110789046
294,4,01-23 06:00,공주,0.11419958
295,4,01-23 07:00,공주,0.12106949
296,4,01-23 08:00,공주,0.12785566
297,4,01-23 09:00,공주,0.13029346
298,4,01-23 10:00,공주,0.12320529
299,4,01-23 11:00,공주,0.11370443
300,4,01-23 12:00,공주,0.10128508
301,4,01-23 13:00,공주,0.09552975
302,4,01-23 14:00,공주,0.09139855
303,4,01-23 15:00,공주,0.08895617
304,4,01-23 16:00,공주,0.0890217
305,4,01-23 17:00,공주,0.093400106
306,4,01-23 18:00,공주,0.09744068
307,4,01-23 19:00,공주,0.0997314
308,4,01-23 20:00,공주,0.10043556
309,4,01-23 21:00,공주,0.10186883
310,4,01-23 22:00,공주,0.10355222
311,4,01-23 23:00,공주,0.10642982
312,4,01-24 00:00,공주,0.11117891
313,4,01-24 01:00,공주,0.111044705
314,4,01-24 02:00,공주,0.110045485
315,4,01-24 03:00,공주,0.111146286
316,4,01-24 04:00,공주,0.11046817
317,4,01-24 05:00,공주,0.110789046
318,4,01-24 06:00,공주,0.11419958
319,4,01-24 07:00,공주,0.12106949
320,4,01-24 08:00,공주,0.12785566
321,4,01-24 09:00,공주,0.13029346
322,4,01-24 10:00,공주,0.12320529
323,4,01-24 11:00,공주,0.11370443
324,4,01-24 12:00,공주,0.10128508
325,4,01-24 13:00,공주,0.09552975
326,4,01-24 14:00,공주,0.09139855
327,4,01-24 15:00,공주,0.08895617
328,4,01-24 16:00,공주,0.0890217
329,4,01-24 17:00,공주,0.093400106
330,4,01-24 18:00,공주,0.09744068
331,4,01-24 19:00,공주,0.0997314
332,4,01-24 20:00,공주,0.10043556
333,4,01-24 21:00,공주,0.10186883
334,4,01-24 22:00,공주,0.10355222
335,4,01-24 23:00,공주,0.10642982
336,4,01-25 00:00,공주,0.11117891
337,4,01-25 01:00,공주,0.111044705
338,4,01-25 02:00,공주,0.110045485
339,4,01-25 03:00,공주,0.111146286
340,4,01-25 04:00,공주,0.11046817
341,4,01-25 05:00,공주,0.110789046
342,4,01-25 06:00,공주,0.11419958
343,4,01-25 07:00,공주,0.12106949
344,4,01-25 08:00,공주,0.12785566
345,4,01-25 09:00,공주,0.13029346
346,4,01-25 10:00,공주,0.12320529
347,4,01-25 11:00,공주,0.11370443
348,4,01-25 12:00,공주,0.10128508
349,4,01-25 13:00,공주,0.09552975
350,4,01-25 14:00,공주,0.09139855
351,4,01-25 15:00,공주,0.08895617
352,4,01-25 16:00,공주,0.0890217
353,4,01-25 17:00,공주,0.093400106
354,4,01-25 18:00,공주,0.09744068
355,4,01-25 19:00,공주,0.0997314
356,4,01-25 20:00,공주,0.10043556
357,4,01-25 21:00,공주,0.10186883
358,4,01-25 22:00,공주,0.10355222
359,4,01-25 23:00,공주,0.10642982
360,4,01-28 00:00,공주,0.11117891
361,4,01-28 01:00,공주,0.111044705
362,4,01-28 02:00,공주,0.110045485
363,4,01-28 03:00,공주,0.111146286
364,4,01-28 04:00,공주,0.11046817
365,4,01-28 05:00,공주,0.110789046
366,4,01-28 06:00,공주,0.11419958
367,4,01-28 07:00,공주,0.12106949
368,4,01-28 08:00,공주,0.12785566
369,4,01-28 09:00,공주,0.13029346
370,4,01-28 10:00,공주,0.12320529
371,4,01-28 11:00,공주,0.11370443
372,4,01-28 12:00,공주,0.10128508
373,4,01-28 13:00,공주,0.09552975
374,4,01-28 14:00,공주,0.09139855
375,4,01-28 15:00,공주,0.08895617
376,4,01-28 16:00,공주,0.0890217
377,4,01-28 17:00,공주,0.093400106
378,4,01-28 18:00,공주,0.09744068
379,4,01-28 19:00,공주,0.0997314
380,4,01-28 20:00,공주,0.10043556
381,4,01-28 21:00,공주,0.10186883
382,4,01-28 22:00,공주,0.10355222
383,4,01-28 23:00,공주,0.10642982
384,4,01-29 00:00,공주,0.11117891
385,4,01-29 01:00,공주,0.111044705
386,4,01-29 02:00,공주,0.110045485
387,4,01-29 03:00,공주,0.111146286
388,4,01-29 04:00,공주,0.11046817
389,4,01-29 05:00,공주,0.110789046
390,4,01-29 06:00,공주,0.11419958
391,4,01-29 07:00,공주,0.12106949
392,4,01-29 08:00,공주,0.12785566
393,4,01-29 09:00,공주,0.13029346
394,4,01-29 10:00,공주,0.12320529
395,4,01-29 11:00,공주,0.11370443
396,4,01-29 12:00,공주,0.10128508
397,4,01-29 13:00,공주,0.09552975
398,4,01-29 14:00,공주,0.09139855
399,4,01-29 15:00,공주,0.08895617
400,4,01-29 16:00,공주,0.0890217
401,4,01-29 17:00,공주,0.093400106
402,4,01-29 18:00,공주,0.09744068
403,4,01-29 19:00,공주,0.0997314
404,4,01-29 20:00,공주,0.10043556
405,4,01-29 21:00,공주,0.10186883
406,4,01-29 22:00,공주,0.10355222
407,4,01-29 23:00,공주,0.10642982
408,4,01-30 00:00,공주,0.11117891
409,4,01-30 01:00,공주,0.111044705
410,4,01-30 02:00,공주,0.110045485
411,4,01-30 03:00,공주,0.111146286
412,4,01-30 04:00,공주,0.11046817
413,4,01-30 05:00,공주,0.110789046
414,4,01-30 06:00,공주,0.11419958
415,4,01-30 07:00,공주,0.12106949
416,4,01-30 08:00,공주,0.12785566
417,4,01-30 09:00,공주,0.13029346
418,4,01-30 10:00,공주,0.12320529
419,4,01-30 11:00,공주,0.11370443
420,4,01-30 12:00,공주,0.10128508
421,4,01-30 13:00,공주,0.09552975
422,4,01-30 14:00,공주,0.09139855
423,4,01-30 15:00,공주,0.08895617
424,4,01-30 16:00,공주,0.0890217
425,4,01-30 17:00,공주,0.093400106
426,4,01-30 18:00,공주,0.09744068
427,4,01-30 19:00,공주,0.0997314
428,4,01-30 20:00,공주,0.10043556
429,4,01-30 21:00,공주,0.10186883
430,4,01-30 22:00,공주,0.10355222
431,4,01-30 23:00,공주,0.10642982
432,4,02-02 00:00,공주,0.12623917
433,4,02-02 01:00,공주,0.12624717
434,4,02-02 02:00,공주,0.12579063
435,4,02-02 03:00,공주,0.12743321
436,4,02-02 04:00,공주,0.12797028
437,4,02-02 05:00,공주,0.13012208
438,4,02-02 06:00,공주,0.13348772
439,4,02-02 07:00,공주,0.14104512
440,4,02-02 08:00,공주,0.14824994
441,4,02-02 09:00,공주,0.15112294
442,4,02-02 10:00,공주,0.14239335
443,4,02-02 11:00,공주,0.13132282
444,4,02-02 12:00,공주,0.11663935
445,4,02-02 13:00,공주,0.10932614
446,4,02-02 14:00,공주,0.10453037
447,4,02-02 15:00,공주,0.10305066
448,4,02-02 16:00,공주,0.10292023
449,4,02-02 17:00,공주,0.10822965
450,4,02-02 18:00,공주,0.11268489
451,4,02-02 19:00,공주,0.11748781
452,4,02-02 20:00,공주,0.12053929
453,4,02-02 21:00,공주,0.12236351
454,4,02-02 22:00,공주,0.12403588
455,4,02-02 23:00,공주,0.12591968
456,4,02-03 00:00,공주,0.12623917
457,4,02-03 01:00,공주,0.12624717
458,4,02-03 02:00,공주,0.12579063
459,4,02-03 03:00,공주,0.12743321
460,4,02-03 04:00,공주,0.12797028
461,4,02-03 05:00,공주,0.13012208
462,4,02-03 06:00,공주,0.13348772
463,4,02-03 07:00,공주,0.14104512
464,4,02-03 08:00,공주,0.14824994
465,4,02-03 09:00,공주,0.15112294
466,4,02-03 10:00,공주,0.14239335
467,4,02-03 11:00,공주,0.13132282
468,4,02-03 12:00,공주,0.11663935
469,4,02-03 13:00,공주,0.10932614
470,4,02-03 14:00,공주,0.10453037
471,4,02-03 15:00,공주,0.10305066
472,4,02-03 16:00,공주,0.10292023
473,4,02-03 17:00,공주,0.10822965
474,4,02-03 18:00,공주,0.11268489
475,4,02-03 19:00,공주,0.11748781
476,4,02-03 20:00,공주,0.12053929
477,4,02-03 21:00,공주,0.12236351
478,4,02-03 22:00,공주,0.12403588
479,4,02-03 23:00,공주,0.12591968
480,4,02-04 00:00,공주,0.12623917
481,4,02-04 01:00,공주,0.12624717
482,4,02-04 02:00,공주,0.12579063
483,4,02-04 03:00,공주,0.12743321
484,4,02-04 04:00,공주,0.12797028
485,4,02-04 05:00,공주,0.13012208
486,4,02-04 06:00,공주,0.13348772
487,4,02-04 07:00,공주,0.14104512
488,4,02-04 08:00,공주,0.14824994
489,4,02-04 09:00,공주,0.15112294
490,4,02-04 10:00,공주,0.14239335
491,4,02-04 11:00,공주,0.13132282
492,4,02-04 12:00,공주,0.11663935
493,4,02-04 13:00,공주,0.10932614
494,4,02-04 14:00,공주,0.10453037
495,4,02-04 15:00,공주,0.10305066
496,4,02-04 16:00,공주,0.10292023
497,4,02-04 17:00,공주,0.10822965
498,4,02-04 18:00,공주,0.11268489
499,4,02-04 19:00,공주,0.11748781
500,4,02-04 20:00,공주,0.12053929
501,4,02-04 21:00,공주,0.12236351
502,4,02-04 22:00,공주,0.12403588
503,4,02-04 23:00,공주,0.12591968
504,4,02-07 00:00,공주,0.12623917
505,4,02-07 01:00,공주,0.12624717
506,4,02-07 02:00,공주,0.12579063
507,4,02-07 03:00,공주,0.12743321
508,4,02-07 04:00,공주,0.12797028
509,4,02-07 05:00,공주,0.13012208
510,4,02-07 06:00,공주,0.13348772
511,4,02-07 07:00,공주,0.14104512
512,4,02-07 08:00,공주,0.14824994
513,4,02-07 09:00,공주,0.15112294
514,4,02-07 10:00,공주,0.14239335
515,4,02-07 11:00,공주,0.13132282
516,4,02-07 12:00,공주,0.11663935
517,4,02-07 13:00,공주,0.10932614
518,4,02-07 14:00,공주,0.10453037
519,4,02-07 15:00,공주,0.10305066
520,4,02-07 16:00,공주,0.10292023
521,4,02-07 17:00,공주,0.10822965
522,4,02-07 18:00,공주,0.11268489
523,4,02-07 19:00,공주,0.11748781
524,4,02-07 20:00,공주,0.12053929
525,4,02-07 21:00,공주,0.12236351
526,4,02-07 22:00,공주,0.12403588
527,4,02-07 23:00,공주,0.12591968
528,4,02-08 00:00,공주,0.12623917
529,4,02-08 01:00,공주,0.12624717
530,4,02-08 02:00,공주,0.12579063
531,4,02-08 03:00,공주,0.12743321
532,4,02-08 04:00,공주,0.12797028
533,4,02-08 05:00,공주,0.13012208
534,4,02-08 06:00,공주,0.13348772
535,4,02-08 07:00,공주,0.14104512
536,4,02-08 08:00,공주,0.14824994
537,4,02-08 09:00,공주,0.15112294
538,4,02-08 10:00,공주,0.14239335
539,4,02-08 11:00,공주,0.13132282
540,4,02-08 12:00,공주,0.11663935
541,4,02-08 13:00,공주,0.10932614
542,4,02-08 14:00,공주,0.10453037
543,4,02-08 15:00,공주,0.10305066
544,4,02-08 16:00,공주,0.10292023
545,4,02-08 17:00,공주,0.10822965
546,4,02-08 18:00,공주,0.11268489
547,4,02-08 19:00,공주,0.11748781
548,4,02-08 20:00,공주,0.12053929
549,4,02-08 21:00,공주,0.12236351
550,4,02-08 22:00,공주,0.12403588
551,4,02-08 23:00,공주,0.12591968
552,4,02-09 00:00,공주,0.12623917
553,4,02-09 01:00,공주,0.12624717
554,4,02-09 02:00,공주,0.12579063
555,4,02-09 03:00,공주,0.12743321
556,4,02-09 04:00,공주,0.12797028
557,4,02-09 05:00,공주,0.13012208
558,4,02-09 06:00,공주,0.13348772
559,4,02-09 07:00,공주,0.14104512
560,4,02-09 08:00,공주,0.14824994
561,4,02-09 09:00,공주,0.15112294
562,4,02-09 10:00,공주,0.14239335
563,4,02-09 11:00,공주,0.13132282
564,4,02-09 12:00,공주,0.11663935
565,4,02-09 13:00,공주,0.10932614
566,4,02-09 14:00,공주,0.10453037
567,4,02-09 15:00,공주,0.10305066
568,4,02-09 16:00,공주,0.10292023
569,4,02-09 17:00,공주,0.10822965
570,4,02-09 18:00,공주,0.11268489
571,4,02-09 19:00,공주,0.11748781
572,4,02-09 20:00,공주,0.12053929
573,4,02-09 21:00,공주,0.12236351
574,4,02-09 22:00,공주,0.12403588
575,4,02-09 23:00,공주,0.12591968
576,4,02-12 00:00,공주,0.12623917
577,4,02-12 01:00,공주,0.12624717
578,4,02-12 02:00,공주,0.12579063
579,4,02-12 03:00,공주,0.12743321
580,4,02-12 04:00,공주,0.12797028
581,4,02-12 05:00,공주,0.13012208
582,4,02-12 06:00,공주,0.13348772
583,4,02-12 07:00,공주,0.14104512
584,4,02-12 08:00,공주,0.14824994
585,4,02-12 09:00,공주,0.15112294
586,4,02-12 10:00,공주,0.14239335
587,4,02-12 11:00,공주,0.13132282
588,4,02-12 12:00,공주,0.11663935
589,4,02-12 13:00,공주,0.10932614
590,4,02-12 14:00,공주,0.10453037
591,4,02-12 15:00,공주,0.10305066
592,4,02-12 16:00,공주,0.10292023
593,4,02-12 17:00,공주,0.10822965
594,4,02-12 18:00,공주,0.11268489
595,4,02-12 19:00,공주,0.11748781
596,4,02-12 20:00,공주,0.12053929
597,4,02-12 21:00,공주,0.12236351
598,4,02-12 22:00,공주,0.12403588
599,4,02-12 23:00,공주,0.12591968
600,4,02-13 00:00,공주,0.12623917
601,4,02-13 01:00,공주,0.12624717
602,4,02-13 02:00,공주,0.12579063
603,4,02-13 03:00,공주,0.12743321
604,4,02-13 04:00,공주,0.12797028
605,4,02-13 05:00,공주,0.13012208
606,4,02-13 06:00,공주,0.13348772
607,4,02-13 07:00,공주,0.14104512
608,4,02-13 08:00,공주,0.14824994
609,4,02-13 09:00,공주,0.15112294
610,4,02-13 10:00,공주,0.14239335
611,4,02-13 11:00,공주,0.13132282
612,4,02-13 12:00,공주,0.11663935
613,4,02-13 13:00,공주,0.10932614
614,4,02-13 14:00,공주,0.10453037
615,4,02-13 15:00,공주,0.10305066
616,4,02-13 16:00,공주,0.10292023
617,4,02-13 17:00,공주,0.10822965
618,4,02-13 18:00,공주,0.11268489
619,4,02-13 19:00,공주,0.11748781
620,4,02-13 20:00,공주,0.12053929
621,4,02-13 21:00,공주,0.12236351
622,4,02-13 22:00,공주,0.12403588
623,4,02-13 23:00,공주,0.12591968
624,4,02-14 00:00,공주,0.12623917
625,4,02-14 01:00,공주,0.12624717
626,4,02-14 02:00,공주,0.12579063
627,4,02-14 03:00,공주,0.12743321
628,4,02-14 04:00,공주,0.12797028
629,4,02-14 05:00,공주,0.13012208
630,4,02-14 06:00,공주,0.13348772
631,4,02-14 07:00,공주,0.14104512
632,4,02-14 08:00,공주,0.14824994
633,4,02-14 09:00,공주,0.15112294
634,4,02-14 10:00,공주,0.14239335
635,4,02-14 11:00,공주,0.13132282
636,4,02-14 12:00,공주,0.11663935
637,4,02-14 13:00,공주,0.10932614
638,4,02-14 14:00,공주,0.10453037
639,4,02-14 15:00,공주,0.10305066
640,4,02-14 16:00,공주,0.10292023
641,4,02-14 17:00,공주,0.10822965
642,4,02-14 18:00,공주,0.11268489
643,4,02-14 19:00,공주,0.11748781
644,4,02-14 20:00,공주,0.12053929
645,4,02-14 21:00,공주,0.12236351
646,4,02-14 22:00,공주,0.12403588
647,4,02-14 23:00,공주,0.12591968
648,4,02-17 00:00,공주,0.12623917
649,4,02-17 01:00,공주,0.12624717
650,4,02-17 02:00,공주,0.12579063
651,4,02-17 03:00,공주,0.12743321
652,4,02-17 04:00,공주,0.12797028
653,4,02-17 05:00,공주,0.13012208
654,4,02-17 06:00,공주,0.13348772
655,4,02-17 07:00,공주,0.14104512
656,4,02-17 08:00,공주,0.14824994
657,4,02-17 09:00,공주,0.15112294
658,4,02-17 10:00,공주,0.14239335
659,4,02-17 11:00,공주,0.13132282
660,4,02-17 12:00,공주,0.11663935
661,4,02-17 13:00,공주,0.10932614
662,4,02-17 14:00,공주,0.10453037
663,4,02-17 15:00,공주,0.10305066
664,4,02-17 16:00,공주,0.10292023
